y_true,y_cal
115.57466666666667,107.87213459760561
118.58947368421053,120.10201729043985
120.38498245614035,127.85522384665335
120.76659649122807,130.6602364665952
119.94273684210526,129.53369954533497
117.9838596491228,126.22826651322774
115.57929824561407,122.17935773370485
113.17473684210528,118.1695850572588
110.7701754385965,114.513190541399
108.36561403508772,111.29069634609914
106.46052631578948,108.48796249363667
104.89614035087722,106.05986169222476
102.39677192982458,103.95570244955799
101.43494736842105,102.12840404656147
100.25140350877194,100.53778020228086
98.8669473684211,99.15246674769307
97.85210526315794,97.95246393979677
97.02764912280705,96.93317731199161
96.0658245614035,96.11140184504768
95.176,95.53359534516157
