y_true,y_cal,y_pred
132.2572220142558,129.52929576060373,151.05263
151.95923067599978,144.86316363688448,156.6784
168.2496666986403,160.89461236190513,159.46341
180.811357485122,176.11797596605112,165.08157
189.39440450432647,188.3659997980025,172.38084
193.72180057170675,195.7005232017562,179.73495
193.8221468133445,197.77397548800997,186.20001
190.98326870515177,196.00961835537527,191.01846
186.00444601844583,192.27317653050247,193.8359
180.44700836761857,187.8261378893524,194.62762
174.88957071679124,183.25396198282897,193.58667
169.3321329887182,178.76084403332152,191.00504
163.77469522315238,174.4062313850422,187.24837
158.5575622865112,170.22281096332227,182.73944
154.01541549449826,166.25954336070507,177.86441
147.87180055304165,162.5889978307703,172.94994
143.13051248210022,159.30059229114772,168.26817
139.37833797934388,156.4897328695898,164.04709
135.74114962121584,154.24680991454218,160.4812
133.02947369431496,152.64706959445243,157.74161
