y_true,y_cal,y_pred
20.044999999385418,29.806032208245924,26.567947
19.3711911307278,27.553266294515588,25.431786
18.83185595351101,25.676455609449206,25.179619
18.72,24.206763990562223,24.396637
18.48,23.09935375891469,23.411934
18.48,22.285781960405227,22.374199
18.48,21.69810571986749,21.456024
18.48,21.27726168621773,20.793121
18.724155128421344,20.9750096555081,20.421356
18.96,20.75375098081125,20.277931
18.77858725857253,20.58580525396853,20.27871
18.931080330035865,20.4525799643344,20.35379
18.96,20.343669409918917,20.455002
18.96,20.25583207333299,20.557175
19.020083105176848,20.19182057408117,20.65239
19.2,20.159086023902606,20.745285
19.2,20.16840978805696,20.8499
19.2,20.23251597392086,20.990005
19.2,20.364687191467787,21.1973
19.2,20.577351753952865,21.508862
