y_true,y_cal,y_pred
48.0801316088028,55.13520763375192,46.85921
48.24,54.68049825703781,46.466305
47.914342110139145,53.64299713545687,46.730007
46.61052631003421,52.34940980417807,46.133957
45.20368421660132,51.07610379880227,45.188988
43.79684208831711,49.97157918797544,44.068707
42.68249999448454,49.07389823625071,42.912422
41.911578952484206,48.35778601025183,41.897762
41.76,47.77267076946978,41.140312
41.22473684050658,47.26541754490129,40.634186
40.780657898333885,46.79211539616281,40.300285
40.177894735882894,46.32335317832339,40.04658
39.717236842345066,45.84566567920872,39.809002
39.36552631251217,45.36063081340816,39.56381
38.787631572712506,44.88252025214892,39.313244
38.30210526443684,44.43514623844214,39.076122
38.16,44.04839277278301,38.882763
38.16,43.754772678033234,38.773808
38.16,43.58618563913472,38.79788
37.97526315837434,43.57087161216988,39.009033
