y_true,y_pred,y_cal
117.894806,116.71026,108.43283875239965
120.937035,121.46772,117.2761144600982
125.38305,125.93163,123.93400843024249
129.60501,130.15173,128.8154361254357
133.14874,133.4615,132.337280674863
135.90662,135.84995,134.8647609952616
137.86708,137.40224,136.68422368981663
139.03748,138.28856,137.997542252908
139.40706,138.73224,138.92953508785612
139.3387,138.8487,139.5421651985612
138.95247,138.64404,139.85116198977337
138.0978,138.07018,139.84228680044575
136.88339,137.10095,139.4860205719763
135.45595,135.79187,138.7510124240785
133.8859,134.24422,137.61800774041865
132.31093,132.58664,136.0969602632905
130.80585,130.96466,134.25042044022754
129.44588,129.53355,132.22571222298043
128.20958,128.45267,130.29627150671837
127.3389,127.88283,128.90881972450453
