y_true,y_pred,y_cal
113.49636,116.257744,118.60712875032814
118.04351,121.67936,128.73475168921493
124.14895,128.66393,137.0606760039785
130.53302,135.48332,143.85175435335228
136.85808,141.33376,149.39821112411147
142.27206,146.12622,153.970586435551
146.3471,150.00568,157.79623088481162
149.25162,153.13812,161.0496665810292
151.35255,155.65337,163.85198008933548
153.01752,157.67056,166.27557334973636
154.61334,159.40071,168.35169152364008
156.30412,161.05832,170.0791347138204
157.93254,162.6722,171.4334846427266
159.24992,164.08151,172.37705426883772
160.15596,165.0711,172.87059565015613
160.8781,165.52914,172.8885883232254
161.53613,165.50714,172.44067244995642
161.89127,165.19373,171.60233749122492
161.97638,164.85538,170.55780639520344
161.98535,164.78955,169.6561897179027
