y_true,y_pred,y_cal
67.677246,62.227135,50.319951351564406
69.21606,64.46901,56.029787707923134
71.276436,67.664474,60.68901608768732
73.79227,70.959335,64.40330279787787
77.1317,73.89957,67.33677837275826
80.490814,76.348854,69.6698196303157
82.84007,78.346176,71.56952146294921
84.06641,79.977486,73.17139713158369
84.89419,81.31923,74.57002064475458
86.00922,82.435974,75.81666209086553
87.44676,83.41901,76.92265995022775
88.39852,84.34134,77.86779834913393
88.88159,85.20462,78.6131003996566
89.65523,85.95786,79.11732429019368
90.77482,86.53225,79.3563565495275
91.75156,86.89174,79.34481953875735
92.22587,87.06099,79.15938623857815
92.34046,87.12427,78.96321272477489
92.35391,87.20652,79.03078765726997
92.354675,87.45275,79.77386223914415
