y_true,y_pred,y_cal
85.34505,80.74652,73.56576330783165
87.83574,85.22324,81.66097707105752
91.407394,90.38422,88.2476844581635
95.72055,95.43422,93.56622646570132
100.511665,99.85379,97.91268121263109
104.68768,103.546684,101.57324265432288
107.632645,106.58666,104.78309824770908
109.50879,109.07859,107.70498015972272
110.83468,111.10738,110.42307283732087
112.0281,112.74316,112.94920084177252
113.26362,114.10405,115.2385601809644
114.49221,115.30759,117.21149856039764
115.57809,116.384995,118.7771645789389
116.39511,117.28471,119.85568158387768
116.887115,117.92343,120.39813472785517
117.07524,118.263306,120.40689221335532
117.11796,118.345665,119.96097897859666
117.14354,118.28517,119.25123991931804
117.15059,118.24539,118.62736572515576
117.13225,118.41559,118.65441215798076
