y_true,y_pred,y_cal
82.84838,86.12151,90.21077545798556
88.03965,92.08943,97.8242599763604
95.029305,98.72921,103.93460757886032
101.45353,104.390076,108.7434958466432
106.70988,108.85411,112.48571826060008
110.76354,112.36127,115.39023027714777
113.95334,115.16603,117.65600986337589
116.532745,117.43009,119.4395606136952
118.77645,119.25521,120.8510010553134
120.85993,120.72612,121.95623496669116
122.554,121.91872,122.7832718222147
123.630585,122.80543,123.3312677890712
124.064224,123.28499,123.58136108481004
124.12056,123.30519,123.5089821070748
123.77229,122.8894,123.0980406973245
122.7999,122.13396,122.35809686190098
121.67467,121.189064,121.34602166976212
120.8566,120.23848,120.19335068523584
119.97436,119.48391,119.13921124859948
119.31851,119.13501,118.56680358657458
