y_true,y_pred,y_cal
88.92188,89.56595,90.26895136127962
91.424164,92.79102,97.4009511228588
95.025986,97.52809,102.6720221395463
98.93025,101.21492,106.42741743454604
102.777115,103.96526,109.05064156826288
105.98894,106.04482,110.8982775990216
108.16847,107.66957,112.26038266805996
109.47691,108.987175,113.34235408823554
110.25865,110.10722,114.26398854085464
110.67508,111.09228,115.07164342872883
110.916916,111.9565,115.75887775773082
111.070724,112.64349,116.29013218918998
111.11178,113.09091,116.62232707945816
111.08913,113.30902,116.72156089022076
111.0354,113.359406,116.57566042754758
110.96195,113.33453,116.20669704921792
110.89628,113.34537,115.68997428416846
110.88703,113.51566,115.18757432444676
111.02497,113.97844,115.0052285141607
111.2186,114.87389,115.67972817886196
