y_true,y_pred,y_cal
87.24696,82.39227,82.80463822141743
92.17459,88.09789,89.9105564352892
98.250336,93.20528,95.26941229488357
103.23536,97.27873,99.1529516122557
106.98098,100.36398,101.88399242768048
109.75457,102.68941,103.77529665616493
111.89009,104.46257,105.09130215564107
113.489655,105.748535,106.0293562727596
114.27795,106.55592,106.7164040048344
114.375,106.92918,107.21723913447556
114.11239,106.95731,107.55038874880968
113.52907,106.718765,107.70745672718604
112.72296,106.27708,107.67205515641588
111.82871,105.71315,107.43595674877348
110.8835,105.10852,107.01259643264548
110.06923,104.545586,106.45063522581464
109.467064,104.11197,105.8521810220597
109.00845,103.903854,105.40114136973844
108.58501,104.02638,105.40695598303176
108.268845,104.59335,106.36773572828868
