strain,stress
0.003507814,3.068845855
0.007406662,8.995881614
0.014088759,14.43529248
0.027935997,17.89816354
0.043876421,19.79236734
0.059816846,21.29154874
0.075757271,22.53372762
0.091697695,23.36660617
0.10763812,23.84729608
0.123578545,23.83301816
0.13951897,23.10484434
0.155459394,22.11966799
0.171399819,21.24871499
0.187340244,20.69187618
0.203280668,20.59193076
0.219221093,20.59193076
0.235161518,20.59193076
0.251101942,20.42059574
0.267042367,20.40631782
0.282982792,20.3920399
0.298923216,19.96370236
0.314863641,19.60675441
0.330804066,19.33547396
0.34674449,19.13558311
0.362684915,19.02135977
0.37862534,19.02135977
0.394565764,19.02135977
0.410506189,19.02135977
0.426446614,19.02135977
0.442387038,18.97852601
0.458327463,18.85002475
0.474267888,18.59302222
0.490208312,18.55018847
0.506148737,18.55018847
0.522089162,18.55018847
0.538029586,18.55018847
0.553970011,18.56446639
0.569910436,18.46452096
0.58585086,18.43596512
0.601791285,18.42168721
0.61773171,18.50735471
0.633672134,18.55018847
0.649612559,18.5787443
0.665552984,18.5787443
0.681493408,18.55018847
0.697433833,18.5787443
0.713374258,18.55018847
0.729314682,18.55018847
0.745255107,18.5787443
0.761195532,18.59302222
0.777135957,18.66441181
0.792351816,18.84859696
