strain,stress
0.013330387,50.89031921
0.02713873,58.48204659
0.042691285,65.71111184
0.05838919,67.46287985
0.074377798,69.01243625
0.090366406,70.26526909
0.106770302,71.32028621
0.122343621,71.06752169
0.139785738,73.1006276
0.155774346,75.29748097
0.171762954,78.4966006
0.187315508,80.49563825
0.200106394,81.47482602
0.22031018,83.8321299
0.234990629,83.5601333
0.253401753,84.01346097
0.26188056,83.65079884
0.284894465,85.16189107
0.322443468,85.26263055
0.332375785,88.00274447
0.354905186,88.54673767
0.372347304,88.92588445
0.388335911,88.49728375
0.403597764,88.29287418
0.420313127,89.51933158
0.436301734,89.45339301
0.452290342,90.54137942
0.467188817,91.76536413
0.488918788,92.3546901
0.503526562,92.3546901
0.5224741,92.3546901
0.537239914,92.3546901
0.554036027,92.3546901
0.569733932,92.3546901
0.590373771,92.3546901
0.607008383,92.3546901
0.623804496,92.3546901
0.639793104,91.16779584
0.655781712,91.16779584
0.671770319,91.59639655
0.687758927,91.62936583
0.703747535,91.62936583
0.719736142,91.62936583
0.73572475,91.62936583
0.751713357,91.59639655
0.767701965,91.53045798
0.783690573,91.56342726
0.795318651,91.91949554
