strain,stress
0.003065134,43.16546763
0.006130268,48.34532374
0.007662835,54.82014388
0.010727969,60
0.012260536,66.04316547
0.013793103,73.38129496
0.01532567,82.01438849
0.01532567,87.62589928
0.019923372,94.96402878
0.019923372,99.71223022
0.022988506,106.1870504
0.030651341,112.6618705
0.050574713,116.1151079
0.070498084,118.705036
0.090421456,122.1582734
0.111877395,126.9064748
0.1348659,129.4964029
0.154789272,132.0863309
0.179310345,135.5395683
0.203831418,136.8345324
0.231417625,138.5611511
0.25440613,139.8561151
0.28045977,139.4244604
0.309578544,139.4244604
0.337164751,139.4244604
0.35862069,138.5611511
0.386206897,137.6978417
0.410727969,135.971223
0.432183908,135.5395683
0.453639847,133.8129496
0.482758621,132.5179856
0.507279693,130.7913669
0.531800766,129.9280576
0.551724138,129.0647482
0.579310345,127.7697842
0.605363985,126.4748201
0.629885057,125.6115108
0.65440613,124.7482014
0.675862069,123.8848921
0.701915709,122.5899281
0.724904215,121.7266187
0.746360153,120.8633094
0.767816092,119.5683453
0.792337165,119.1366906
