y_true,y_cal
93.14421055578705,82.13903152475
100.23360110341682,91.51067581314902
102.48,95.91818018456651
102.36520776391443,96.55618774200788
101.12634348219457,95.13204350903476
98.88227145436124,92.9060949534714
97.19819943895902,90.52610708090565
95.95119113533521,88.23606384058795
93.42508311223189,86.08335476472638
91.45897508912856,84.0415555416013
88.93286706602524,82.07242951717575
87.09783931928479,80.15554024274891
85.00065095582384,78.30164709163535
83.16969528848034,76.55785971382711
81.48562327307813,75.00887693579459
80.50077562883796,73.77748020314152
79.23747924227368,73.02748678825733
77.55340722687146,72.97314685758265
75.86933521146923,73.90075914121184
74.18526319606701,76.21219529945238
