y_true,y_cal,y_pred
56.1368421026482,54.00800590059663,50.31867
54.218282542696016,53.297173768183605,51.15175
51.34182826420645,50.84051674882285,51.920082
48.76720223750226,48.19460234368712,51.80297
46.91168977544,46.15153808309123,51.21031
44.937174498513485,44.81434811464384,50.40235
43.75800552543986,44.013527462812384,49.48169
42.45983378964631,43.5402042266604,48.510216
41.74038781173757,43.2223264545585,47.533848
41.6,42.93958326646487,46.569294
41.01518004879545,42.62023033747753,45.620117
40.96,42.23333790780004,44.681328
40.96,41.780200800693805,43.748848
40.96,41.28612563479298,42.833218
40.96,40.7932775949391,41.953606
41.30038781252894,40.35511966754349,41.13626
41.39024930310949,40.03283986162389,40.413994
41.52930748170171,39.89402515842609,39.827072
41.6,40.01377194306436,39.421707
41.6,40.47848967477708,39.247982
