strain,stress
0.0,0.0
0.02079,78.98839
0.04051,104.44079
0.07017,117.46378
0.10535,116.13711
0.14137,107.51967
0.17738,97.14465
0.21338,87.48128
0.24937,81.45406
0.28539,79.55848
0.32144,79.5262
0.35747,78.57172
0.39348,75.90162
0.42948,72.22315
0.46548,68.84096
0.50152,66.3791
0.53754,64.34948
0.57351,62.41279
0.60951,60.75046
0.64551,59.07312
0.68152,57.31848
0.71757,55.68507
0.75364,54.25934
0.78972,53.08479
0.82573,51.83394
0.85957,50.4879
0.9,49.42269
