y_true,y_cal
82.05562516371914,91.70081575619604
86.484999997,99.99078343203907
88.06263155944342,104.70354758492806
87.88263157750856,106.2692021735326
87.53092105415033,105.65929097132197
85.67526313247565,103.89306325134673
84.44249999448454,101.68234137101722
81.96631580993684,99.37890512766278
79.98039472505181,97.09444061682076
77.95421052151974,94.83242268626701
76.10328949166941,92.57198002801235
75.09789473588289,90.30728485294334
72.93789473876053,88.06010612554091
70.59315787507303,85.8793750407314
69.38763157271251,83.83603118995492
68.24842105774738,82.0176161889969
67.05118420632976,80.52488524649684
66.19736841689605,79.4715367527449
65.88,78.98766336787016
65.51052631674868,79.22755198347983
