y_true,y_cal
132.2572220142558,133.72909270978
151.95923067599978,153.20413114929056
168.2496666986403,169.10242593645188
180.81135748512202,180.772198644087
189.39440450432647,188.18331735781607
193.72180057170675,191.79157381698678
193.8221468133445,192.30718343021482
190.98326870515177,190.47574577462558
186.00444601844586,186.94591598724915
180.44700836761857,182.23060838399618
174.88957071679124,176.72550692362958
169.3321329887182,170.7457033145515
163.77469522315238,164.55793550734742
158.5575622865112,158.40171042636132
154.01541549449826,152.5009337830299
147.87180055304165,147.07016222770397
143.13051248210022,142.31933435430085
139.37833797934388,138.459872044284
135.74114962121584,135.7143050214701
133.02947369431496,134.3313838205754
