y_true,y_pred,y_cal
39.802605,40.036827,41.519963703246354
39.75052,39.918907,40.540613439571
39.51384,39.632034,39.32120362693049
39.203224,38.99154,38.27363582043479
38.971436,38.38624,37.51389442958446
38.806946,37.909767,37.03600875678971
38.574844,37.556076,36.789998072463625
38.248047,37.28795,36.71158532613848
37.918888,37.066673,36.73364209549992
37.595642,36.85658,36.79173559595632
37.260372,36.636803,36.82829634076208
36.91591,36.394547,36.79682346174015
36.560307,36.12535,36.66629356447285
36.237225,35.8403,36.42544529259717
36.012844,35.55894,36.08652226173192
35.841187,35.306442,35.688260271551314
35.633488,35.11249,35.298333153659485
35.36519,35.012886,35.016008645690604
35.10742,35.04897,34.976114724546925
34.957397,35.266502,35.354641228223784
