y_true,y_pred,y_cal
33.40911,35.29168,34.834651294371994
33.48117,36.19644,34.45560586470412
33.44565,36.185135,33.99270972871899
33.187622,35.612312,33.56763094251998
32.747765,34.842773,33.221432407894746
32.220116,33.957756,32.956269789828646
31.716255,33.1382,32.758943881429026
31.288177,32.46441,32.6115480777553
30.856834,31.946053,32.495629145625884
30.403442,31.562141,32.393627564148986
30.007355,31.281433,32.28942729457572
29.737175,31.064026,32.168854562849965
29.548481,30.870422,32.020509123745924
29.359852,30.675735,31.837096190648925
29.191677,30.470139,31.617309133567534
29.067661,30.258911,31.368241136988207
28.953445,30.06131,31.108280251789317
28.873531,29.910389,30.87050182175056
28.845093,29.849728,30.70677710942321
28.840363,29.929604,30.693263027295973
