y_true,y_cal,y_pred
132.2572220142558,127.88356482551048,128.98091
151.95923067599978,139.41867455627315,141.31952
168.2496666986403,149.009022731589,151.83568
180.811357485122,156.4311977404248,163.60797
189.39440450432647,161.63672786113207,172.8059
193.72180057170675,164.73799828103145,177.79541
193.8221468133445,165.97110153457362,179.28746
190.98326870515177,165.64487017418446,178.48265
186.00444601844583,164.09007594288508,176.26448
180.44700836761857,161.62097710756967,173.14407
174.88957071679124,158.51438401320294,169.45996
169.3321329887182,155.00414578528944,165.44215
163.77469522315238,151.28520238999542,161.2637
158.5575622865112,147.52139108983906,157.1018
154.01541549449826,143.85320901048465,153.10887
147.87180055304165,140.40390323690684,149.41537
143.13051248210022,137.28373414598363,146.13943
139.37833797934388,134.59296631167203,143.39421
135.74114962121584,132.42433360633905,141.29234
133.02947369431496,130.8656667700617,139.94911
