y_true,y_cal,y_pred
82.05562516371914,88.9536640665457,84.48446
86.484999997,96.64315235801284,88.82012
88.06263155944342,100.5497186479407,91.78217
87.88263157750856,101.35662152769696,92.85394
87.53092105415033,100.2560761375222,92.29214
85.67526313247565,98.30544479484556,90.79655
84.44249999448454,96.12930090747348,88.85634
81.96631580993684,93.98452318851952,86.76411
79.98039472505181,91.93056293829817,84.66296
77.95421052151974,89.9557043170246,82.60628
76.10328949166941,88.04107223773225,80.62782
75.09789473588289,86.184464787644,78.74533
72.93789473876053,84.40416163354803,76.97139
70.59315787507303,82.73456151668404,75.33645
69.38763157271251,81.21979886031467,73.87461
68.24842105774738,79.90841627221316,72.6224
67.05118420632976,78.85059449491817,71.62097
66.19736841689605,78.09858919084539,70.919014
65.88,77.71047762395895,70.573265
65.51052631674868,77.75691014215053,70.64808
