y_true,y_cal,y_pred
56.1368421026482,51.71142694775159,53.19023
54.218282542696016,50.94842075080381,52.164974
51.34182826420645,48.911346502520985,50.66043
48.76720223750226,46.85493067758589,48.79065
46.91168977544,45.25758174436081,47.07858
44.937174498513485,44.129479087644725,45.651028
43.75800552543986,43.335843021461685,44.518753
42.45983378964631,42.73518706605927,43.640064
41.74038781173757,42.21922310387821,42.950268
41.6,41.71862044678775,42.380432
41.01518004879545,41.19882339463867,41.880898
40.96,40.65345476104724,41.416264
40.96,40.09758384389551,40.965866
40.96,39.56166935519904,40.53127
40.96,39.08656865053895,40.1271
41.30038781252894,38.71981977197654,39.777298
41.39024930310949,38.51325092289505,39.513348
41.52930748170171,38.52182339892894,39.37516
41.6,38.80347292364483,39.409748
41.6,39.419586783328285,39.66939
