y_true,y_cal,y_pred
93.14421055578704,46.61830592049296,81.41186
98.7694182823712,50.00554073752535,84.36833
102.19835178805276,53.408522907720574,87.622444
102.48,56.752081666714126,90.201294
102.42134349776116,59.94870731039089,91.886406
101.68770084204526,62.90029455447939,92.68881
100.27907199540388,65.50107584143772,92.72061
98.65772851897428,67.64180762286574,92.098724
97.422742374346,69.2151543953056,90.92348
96.53387811485884,70.12206697183113,89.27636
95.10915512763412,70.27878593933805,87.25444
93.25667591069168,69.62393884798973,84.95271
91.92279779583282,68.12506700143403,82.46338
90.1117174768068,65.78384435249741,79.8936
88.33282550097005,62.63926446405241,77.34458
87.09783931928479,58.76819090620688,74.907875
85.67427976198474,54.28289633054077,72.66668
84.0678670300282,49.325541095386654,70.69894
82.8328808853999,44.05992881054546,69.07869
81.59789474077161,38.66127248876866,67.87689
