y_true,y_cal,y_pred
93.81825004415006,113.4705998493874,99.14813
100.61653838954012,120.92841943167764,104.47068
106.97330761098657,127.75330438949632,111.99671
112.5258750342668,133.56521619339867,117.98865
116.99325010406952,138.05747028678877,123.43335
120.3311842584602,141.06796842703193,125.31679
123.05557895120526,142.61505901574787,124.21951
124.392078934499,142.87468442362055,122.30899
124.92,142.11065180075633,120.42762
124.92,140.59858126903652,118.625244
123.37815788317305,138.5783853261043,116.96511
121.56986843237664,136.24176452299534,115.452065
119.3423684602204,133.74050412345068,113.96616
117.11486843119096,131.198820834193,112.58289
114.82484207328947,128.71970630856623,111.23241
112.15184210670198,126.38159172616535,109.87338
109.7123684500954,124.22464601658044,108.55472
107.48486847793916,122.22648720313956,107.20595
106.06642106251144,120.26718773792632,105.85567
104.729921047276,118.08643560826016,104.51459
103.39342106398225,115.2465401629946,103.1618
102.05692105020955,111.13721313263537,101.840996
100.68063153674213,105.07932928906284,100.543106
98.67588156180148,96.5596216102869,99.318146
97.0661842149227,85.51880113759566,98.14653
95.95243422884458,72.50634628190917,97.06418
94.47015789634088,58.56997947010928,96.11913
93.05194735675066,44.94034601589901,95.25844
92.16094736788816,32.690619978363735,94.6025
91.26994737902564,22.51441018091863,94.119545
90.37894739016316,14.665378111741523,93.759796
