y_true,y_cal,y_pred
78.5831578476676,73.06761962440893,77.87401
78.93578947650346,74.18809738453972,77.54612
78.1052631291302,74.26221394427931,76.078415
76.73894734684765,73.42773556298087,74.062256
75.18807015865929,72.00890059864962,71.699425
73.59403507932964,70.36209430113082,69.26959
72.0,68.73760135625126,67.10597
69.95052632657618,67.24473475598927,65.39896
68.17192984134073,65.89237403307332,64.22839
66.62105265315235,64.6439165160193,63.48242
65.2547368708698,63.45671868623434,63.097523
63.888421046993074,62.303054030162606,62.988007
62.69473682118559,61.17797733952736,63.00941
61.78385963299723,60.09926063610946,63.157906
61.094736833606646,59.10277038447651,63.348923
60.2821052566205,58.23523636327961,63.52519
59.44561403421607,57.54533501889783,63.697865
58.99017544012189,57.07305693161823,63.804974
58.18947369205541,56.83621436132732,63.855698
57.51964912596676,56.8116069424489,63.85135
57.29192982891967,56.90719575124896,63.77284
56.84842106374516,56.92263038736816,63.650017
56.39298246006279,56.504931019000296,63.477554
55.93754385071468,55.135497670584826,63.291294
55.4821052566205,52.22872552093219,63.08275
55.36,47.40004906407459,62.880417
55.1368421026482,40.77160975322428,62.723213
54.453684211506925,33.025820755835646,62.57968
54.644912283234994,25.12729960741177,62.5402
54.4171929773488,17.94997394368025,62.58838
54.4,12.04427697046614,62.693237
