y_true,y_cal,y_pred
36.97052632036565,37.55985947152403,36.780975
36.6284210632957,35.82190784048806,36.061188
35.94526314563712,34.26827165387906,35.16799
34.87684208401662,33.112650063519986,34.239235
34.03929823951247,32.376717333336984,33.36756
33.583859645418286,31.98075338675564,32.6662
33.1284210513241,31.81630500194578,32.2546
32.81649122861496,31.78064370394162,32.174828
32.58877193156787,31.78941398476949,32.40258
32.361052634520775,31.780473650644065,32.82538
32.32,31.71448672929297,33.38597
32.131228073525854,31.57397189919641,34.023094
31.67789473095845,31.361161674154182,34.640266
31.45017543391136,31.09477599920936,35.243935
31.36,30.805914981398857,35.78559
31.26947367963435,30.53339002636027,36.235886
30.81403508554017,30.31879520571772,36.613094
30.72,30.20142390701602,36.88295
30.72,30.212760395275712,37.060143
30.72,30.369733029259795,37.152443
30.94385964541828,30.665208101709524,37.15046
31.04,31.053388519684987,37.07987
31.04,31.42737682347412,36.94034
31.04,31.58866301315655,36.757786
31.214736846027694,31.221605277856654,36.530643
31.36,29.92119472061525,36.280006
31.36,27.351215772219653,36.035297
31.36,23.50716698769233,35.77955
31.36,18.836331989524783,35.57639
31.39333333126316,14.039240344275884,35.41927
31.62105262831025,9.743277731366256,35.29125
