strain,stress
0.002,63.90128368
0.004,93.98696461
0.006,121.5260812
0.008,146.259178
0.01,168.1060631
0.012,187.1182131
0.014,203.4401034
0.016,217.2781545
0.018,228.876139
0.02,238.4960346
0.022,246.4034355
0.024,252.856748
0.026,258.099499
0.028,262.3551762
0.03,265.8241028
0.032,268.681918
0.034,271.0793043
0.036,273.1426536
0.038,274.9754196
0.04,276.6599428
0.042,278.2595777
0.044,279.8209807
0.046,281.3764483
0.048,282.9462197
0.05,284.540678
0.052,286.1624032
0.054,287.8080435
0.056,289.4699858
0.058,291.1378144
0.06,292.7995569
0.062,294.4427212
0.064,296.0551332
0.066,297.6255893
0.068,299.1443377
0.07,300.6034084
0.072,301.9968084
0.074,303.3206014
0.076,304.5728912
0.078,305.7537254
0.08,306.8649373
0.082,307.9099404
0.084,308.8934914
0.086,309.8214326
0.088,310.7004265
0.09,311.5376909
0.092,312.3407436
0.094,313.1171628
0.096,313.8743681
0.098,314.6194268
0.1,315.358887
0.102,316.0986404
0.104,316.8438141
0.106,317.5986916
0.108,318.3666624
0.11,319.1501977
0.112,319.9508514
0.114,320.7692819
0.116,321.6052945
0.118,322.457899
0.12,323.3253815
0.122,324.2053862
0.124,325.0950046
0.126,325.9908694
0.128,326.8892507
0.13,327.7861512
0.132,328.6773996
0.134,329.5587389
0.136,330.4259092
0.138,331.274723
0.14,332.1011324
0.142,332.9012867
0.144,333.6715817
0.146,334.4086984
0.148,335.1096329
0.15,335.7717166
0.152,336.3926285
0.154,336.9703985
0.156,337.5034045
0.158,337.9903623
0.16,338.4303111
0.162,338.8225939
0.164,339.1668354
0.166,339.4629167
0.168,339.71095
0.17,339.9112519
0.172,340.0643183
0.174,340.1707993
0.176,340.2314777
0.178,340.2472485
0.18,340.2191025
0.182,340.148112
0.184,340.0354203
0.186,339.8822347
0.188,339.6898221
0.19,339.4595077
0.192,339.1926756
0.194,338.8907725
0.196,338.5553118
0.198,338.1878784
0.2,337.7901346
0.202,337.3638243
0.204,336.910776
0.206,336.4329045
0.208,335.9322088
0.21,335.4107674
0.212,334.8707291
0.214,334.3142997
0.216,333.743724
0.218,333.1612627
0.22,332.5691642
0.222,331.9696314
0.224,331.3647836
0.226,330.7566145
0.228,330.1469457
0.23,329.5373771
0.232,328.9292356
0.234,328.3235216
0.236,327.7208563
0.238,327.1214291
0.24,326.5249483
0.242,325.9305955
0.244,325.3369851
0.246,324.7421313
0.248,324.1434229
0.25,323.5376089
0.252,322.9207946
0.254,322.2884507
0.256,321.6354365
0.258,320.9560377
0.26,320.2440191
0.262,319.4926938
0.264,318.6950091
0.266,317.8436474
0.268,316.9311429
0.27,315.950014
0.272,314.892908
0.274,313.7527579
0.276,312.5229498
0.278,311.1974967
0.28,309.7712169
0.282,308.2399144
0.284,306.6005561
0.286,304.8514436
0.288,302.9923735
0.29,301.0247842
0.292,298.9518825
0.294,296.7787472
0.296,294.5124026
0.298,292.1618618
0.3,289.7381306
0.302,287.2541713
0.304,284.7248238
0.306,282.1666772
0.308,279.5978946
0.31,277.0379866
0.312,274.507539
0.314,272.0278832
0.316,269.6207301
0.318,267.3077546
0.32,265.1101492
0.322,263.0481435
0.324,261.1405002
0.326,259.4040132
0.328,257.8529931
0.33,256.4987763
0.332,255.3492693
0.334,254.4085337
0.336,253.6764433
0.338,253.1484266
0.34,252.8153134
0.342,252.6633168
0.344,252.674139
0.346,252.8252635
0.348,253.0904018
0.35,253.4401418
0.352,253.8427944
0.354,254.2654148
0.356,254.6750305
0.358,255.0400151
0.36,255.3316313
0.362,255.5256403
0.364,255.6039304
0.366,255.5561106
0.368,255.3809161
0.37,255.0873162
0.372,254.6951182
0.374,254.2348899
0.376,253.7469135
0.378,253.2788621
0.38,252.881859
0.382,252.6044247
0.384,252.4839086
0.386,252.534628
0.388,252.7322451
0.39,252.9934112
0.392,253.1498827
0.394,252.9159374
0.396,251.8480976
0.398,249.2955675
