strain,stress
0.002,78.05890473
0.004,107.2043498
0.006,137.2316891
0.008,166.7809806
0.01,194.4922822
0.012,219.0056518
0.014,238.9611474
0.016,252.998827
0.018,259.7587484
0.02,264.787399
0.022,269.5097757
0.024,273.0269985
0.026,275.6273334
0.028,277.5583095
0.03,279.0267185
0.032,280.1986149
0.034,281.1993162
0.036,282.1134027
0.038,282.9847175
0.04,282.8163666
0.042,283.5707188
0.044,284.1694058
0.046,284.493322
0.048,284.3826248
0.05,286.1145312
0.052,285.9116223
0.054,285.698054
0.056,285.4739101
0.058,285.2392744
0.06,284.994231
0.062,284.7388635
0.064,284.4732559
0.066,284.1974921
0.068,283.9116558
0.07,283.6158311
0.072,283.3101017
0.074,282.9945514
0.076,282.6692643
0.078,282.3343241
0.08,281.9898147
0.082,281.63582
0.084,281.2724238
0.086,280.89971
0.088,280.5177625
0.09,280.1266651
0.092,279.7265017
0.094,279.3173562
0.096,278.8993124
0.098,278.4724542
0.1,278.0368655
0.102,277.5926301
0.104,277.1398319
0.106,276.6785547
0.108,276.2088825
0.11,275.7308991
0.112,275.2446883
0.114,274.7503341
0.116,274.2479202
0.118,273.7375306
0.12,273.2192491
0.122,272.6931596
0.124,272.159346
0.126,271.617892
0.128,271.0688817
0.13,270.5123988
0.132,269.9485272
0.134,269.3773508
0.136,268.7989535
0.138,268.2134191
0.14,267.6208314
0.142,267.0212744
0.144,266.4148319
0.146,265.8015878
0.148,265.1816259
0.15,264.5550301
0.152,263.9218843
0.154,263.2822724
0.156,262.6362781
0.158,261.9839854
0.16,261.3254782
0.162,260.6608402
0.164,259.9901555
0.166,259.3135077
0.168,258.6309809
0.17,257.9426588
0.172,257.2486254
0.174,256.5489644
0.176,255.8437598
0.178,255.1330955
0.18,254.4170552
0.182,253.6957229
0.184,252.9691825
0.186,252.2375177
0.188,251.5008125
0.19,250.7591507
0.192,250.0126162
0.194,249.2612928
0.196,248.5052645
0.198,247.7446151
0.2,246.9794284
0.202,246.2097883
0.204,245.4357788
0.206,244.6574835
0.208,243.8749865
0.21,243.0883716
0.212,242.2977226
0.214,241.5031235
0.216,240.704658
0.218,239.90241
0.22,239.0964635
0.222,238.2869023
0.224,237.4738102
0.226,236.6572711
0.228,235.8373688
0.23,235.0141874
0.232,234.1878105
0.234,233.3583221
0.236,232.525806
0.238,231.6903462
0.24,230.8520264
0.242,230.0109305
0.244,229.1671425
0.246,228.3207461
0.248,227.4718252
0.25,226.6204638
0.252,225.7667456
0.254,224.9107545
0.256,224.0525745
0.258,223.1922893
0.26,222.3299828
0.262,221.4657389
0.264,220.5996415
0.266,219.7317744
0.268,218.8622215
0.27,217.9910667
0.272,217.1183937
0.274,216.2442866
0.276,215.3688291
0.278,214.4921052
0.28,213.6141986
0.282,212.7351933
0.284,211.8551731
0.286,210.9742219
0.288,210.0924235
0.29,209.2098618
0.292,208.3266208
0.294,207.4427841
0.296,206.5584358
0.298,205.6736597
0.3,204.7885396
0.302,203.9031594
0.304,203.017603
0.306,202.1319542
0.308,201.246297
0.31,200.3607151
0.312,199.4752925
0.314,198.5901129
0.316,197.7052604
0.318,196.8208186
0.32,195.9368716
0.322,195.0535031
0.324,194.1707971
0.326,193.2888374
0.328,192.4077078
0.33,191.5274923
0.332,190.6482747
0.334,189.7701388
0.336,188.8931686
0.338,188.0174478
0.34,187.1430604
0.342,186.2700903
0.344,185.3986212
0.346,184.5287371
0.348,183.6605218
0.35,182.7940592
0.352,181.9294332
0.354,181.0667276
0.356,180.2060263
0.358,179.3474131
0.36,178.4909719
0.362,177.6367867
0.364,176.7849411
0.366,175.9355192
0.368,175.0886048
0.37,174.2442817
0.372,173.4026339
0.374,172.5637451
0.376,171.7276993
0.378,170.8945802
0.38,170.0644719
0.382,169.2374581
0.384,168.4136227
0.386,167.5930496
0.388,166.7758226
0.39,165.9620256
0.392,165.1517425
0.394,164.3450571
0.396,163.5420534
0.398,162.7428151
