strain,stress
0.002,63.694609
0.004,86.93553662
0.006,110.6005428
0.008,133.5940748
0.01,155.1868792
0.012,174.9331248
0.014,192.6020781
0.016,208.1222714
0.018,221.5363411
0.02,232.9649273
0.022,242.5782248
0.024,250.5739479
0.026,257.1606306
0.028,262.5453273
0.03,266.9249035
0.032,270.4802224
0.034,273.3726319
0.036,275.7422474
0.038,277.7076052
0.04,279.3663293
0.042,280.7965186
0.044,282.0586115
0.046,283.1975338
0.048,284.244975
0.05,285.2216718
0.052,286.1396088
0.054,287.0040681
0.056,287.8154846
0.058,288.5710756
0.06,289.2662329
0.062,289.8956723
0.064,290.4543472
0.066,290.9381379
0.068,291.3443353
0.07,291.6719386
0.072,291.9217904
0.074,292.0965749
0.076,292.2007011
0.078,292.2400965
0.08,292.2219344
0.082,292.1543145
0.084,292.0459181
0.086,291.9056532
0.088,291.7423072
0.09,291.5642169
0.092,291.3789698
0.094,291.1931415
0.096,291.0120791
0.098,290.839731
0.1,290.6785285
0.102,290.5293182
0.104,290.3913446
0.106,290.2622812
0.108,290.1383053
0.11,290.0142152
0.112,289.8835808
0.114,289.7389257
0.116,289.5719333
0.118,289.3736699
0.12,289.1348211
0.122,288.8459328
0.124,288.4976532
0.126,288.0809682
0.128,287.587427
0.13,287.0093518
0.132,286.3400282
0.134,285.5738726
0.136,284.7065739
0.138,283.7352071
0.14,282.6583169
0.142,281.4759712
0.144,280.1897837
0.146,278.8029055
0.148,277.3199871
0.15,275.7471128
0.152,274.0917078
0.154,272.3624212
0.156,270.5689883
0.158,268.7220739
0.16,266.8331
0.162,264.9140624
0.164,262.9773384
0.166,261.0354897
0.168,259.1010642
0.17,257.1864001
0.172,255.3034351
0.174,253.4635251
0.176,251.6772736
0.178,249.9543765
0.18,248.3034832
0.182,246.7320765
0.184,245.2463729
0.186,243.8512455
0.188,242.5501691
0.19,241.3451886
0.192,240.2369117
0.194,239.224524
0.196,238.3058275
0.198,237.4773004
0.2,236.7341775
0.202,236.0705494
0.204,235.479479
0.206,234.9531315
0.208,234.4829186
0.21,234.0596506
0.212,233.6736976
0.214,233.3151535
0.216,232.9740028
0.218,232.6402855
0.22,232.3042584
0.222,231.9565502
0.224,231.588307
0.226,231.1913269
0.228,230.7581803
0.23,230.2823163
0.232,229.7581505
0.234,229.1811357
0.236,228.5478122
0.238,227.8558393
0.24,227.1040063
0.242,226.2922223
0.244,225.4214875
0.246,224.4938454
0.248,223.5123161
0.25,222.4808143
0.252,221.4040517
0.254,220.2874279
0.256,219.1369086
0.258,217.958898
0.26,216.7601048
0.262,215.5474052
0.264,214.3277063
0.266,213.1078118
0.268,211.8942943
0.27,210.6933744
0.272,209.5108115
0.274,208.3518078
0.276,207.2209257
0.278,206.1220239
0.28,205.058211
0.282,204.0318175
0.284,203.0443882
0.286,202.0966943
0.288,201.188766
0.29,200.3199408
0.292,199.4889324
0.294,198.6939126
0.296,197.9326073
0.298,197.2024027
0.3,196.5004594
0.302,195.8238267
0.304,195.1695619
0.306,194.5348421
0.308,193.9170696
0.31,193.3139617
0.312,192.7236317
0.314,192.1446393
0.316,191.5760278
0.318,191.0173324
0.32,190.4685549
0.322,189.9301174
0.324,189.402782
0.326,188.8875387
0.328,188.3854733
0.33,187.8976038
0.332,187.4247056
0.334,186.9671155
0.336,186.5245347
0.338,186.0958368
0.34,185.6788941
0.342,185.2704161
0.344,184.8658446
0.346,184.4592901
0.348,184.0435478
0.35,183.6101812
0.352,183.1497098
0.354,182.6519136
0.356,182.1062308
0.358,181.5022952
0.36,180.8306079
0.362,180.0832963
0.364,179.2550019
0.366,178.3438508
0.368,177.352461
0.37,176.2889107
0.372,175.1677001
0.374,174.0104691
0.376,172.846438
0.378,171.7124174
0.38,170.652192
0.382,169.7150082
0.384,168.952952
0.386,168.4168566
0.388,168.1503084
0.39,168.1814381
0.392,168.5116636
0.394,169.1010987
0.396,169.8496234
0.398,170.572866
