strain,stress
0.002,74.80932699
0.004,97.22647936
0.006,117.2898879
0.008,134.9918995
0.01,150.324861
0.012,163.2811192
0.014,173.8530212
0.016,182.0329136
0.018,187.8131435
0.02,192.1957806
0.022,195.6727298
0.024,198.5548816
0.026,200.9212336
0.028,202.8445391
0.03,204.3913072
0.032,205.6218024
0.034,206.5900449
0.036,207.3438108
0.038,207.9246315
0.04,207.3677943
0.042,207.702342
0.044,207.9510731
0.046,208.1305418
0.048,208.251058
0.05,210.4576148
0.052,210.2119822
0.054,209.9611794
0.056,209.7052608
0.058,209.4442803
0.06,209.1782923
0.062,208.907351
0.064,208.6315105
0.066,208.350825
0.068,208.0653487
0.07,207.7751359
0.072,207.4802407
0.074,207.1807173
0.076,206.8766199
0.078,206.5680027
0.08,206.2549199
0.082,205.9374256
0.084,205.6155742
0.086,205.2894197
0.088,204.9590165
0.09,204.6244185
0.092,204.2856802
0.094,203.9428556
0.096,203.5959989
0.098,203.2451644
0.1,202.8904063
0.102,202.5317786
0.104,202.1693357
0.106,201.8031318
0.108,201.4332209
0.11,201.0596574
0.112,200.6824953
0.114,200.301789
0.116,199.9175925
0.118,199.5299602
0.12,199.1389461
0.122,198.7446045
0.124,198.3469896
0.126,197.9461556
0.128,197.5421566
0.13,197.1350469
0.132,196.7248806
0.134,196.311712
0.136,195.8955952
0.138,195.4765845
0.14,195.054734
0.142,194.6300979
0.144,194.2027305
0.146,193.7726858
0.148,193.3400182
0.15,192.9047818
0.152,192.4670307
0.154,192.0268193
0.156,191.5842016
0.158,191.139232
0.16,190.6919645
0.162,190.2424534
0.164,189.7907528
0.166,189.336917
0.168,188.8810002
0.17,188.4230565
0.172,187.9631402
0.174,187.5013054
0.176,187.0376063
0.178,186.5720972
0.18,186.1048322
0.182,185.6358655
0.184,185.1652513
0.186,184.6930438
0.188,184.2192972
0.19,183.7440657
0.192,183.2674035
0.194,182.7893648
0.196,182.3100038
0.198,181.8293747
0.2,181.3475316
0.202,180.8645288
0.204,180.3804204
0.206,179.8952607
0.208,179.4091038
0.21,178.922004
0.212,178.4340154
0.214,177.9451923
0.216,177.4555888
0.218,176.9652591
0.22,176.4742574
0.222,175.9826379
0.224,175.4904548
0.226,174.9977623
0.228,174.5046146
0.23,174.0110659
0.232,173.5171704
0.234,173.0229823
0.236,172.5285557
0.238,172.0339449
0.24,171.5392041
0.242,171.0443874
0.244,170.549549
0.246,170.0547432
0.248,169.5600242
0.25,169.0654461
0.252,168.5710631
0.254,168.0769294
0.256,167.5830992
0.258,167.0896268
0.26,166.5965663
0.262,166.1039718
0.264,165.6118977
0.266,165.120398
0.268,164.6295271
0.27,164.139339
0.272,163.649888
0.274,163.1612282
0.276,162.6734139
0.278,162.1864993
0.28,161.7005386
0.282,161.2155858
0.284,160.7316953
0.286,160.2489213
0.288,159.7673179
0.29,159.2869393
0.292,158.8078397
0.294,158.3300733
0.296,157.8536944
0.298,157.3787571
0.3,156.9053155
0.302,156.4334239
0.304,155.9631366
0.306,155.4945076
0.308,155.0275912
0.31,154.5624415
0.312,154.0991129
0.314,153.6376593
0.316,153.1781352
0.318,152.7205946
0.32,152.2650917
0.322,151.8116808
0.324,151.360416
0.326,150.9113515
0.328,150.4645415
0.33,150.0200403
0.332,149.577902
0.334,149.1381808
0.336,148.7009309
0.338,148.2662064
0.34,147.8340617
0.342,147.4045509
0.344,146.9777281
0.346,146.5536476
0.348,146.1323636
0.35,145.7139302
0.352,145.2984017
0.354,144.8858322
0.356,144.476276
0.358,144.0697873
0.36,143.6664201
0.362,143.2662288
0.364,142.8692675
0.366,142.4755905
0.368,142.0852518
0.37,141.6983058
0.372,141.3148066
0.374,140.9348083
0.376,140.5583653
0.378,140.1855316
0.38,139.8163615
0.382,139.4509092
0.384,139.0892289
0.386,138.7313747
0.388,138.3774009
0.39,138.0273617
0.392,137.6813111
0.394,137.3393036
0.396,137.0013932
0.398,136.6676341
