strain,stress
0.002,66.51629923
0.004,96.38460897
0.006,124.543563
0.008,153.7033514
0.01,180.7677615
0.012,223.366522
0.014,260.7399998
0.016,293.3562532
0.018,321.6616457
0.02,346.0808465
0.022,367.0168301
0.024,384.8508766
0.026,399.9425713
0.028,412.6298051
0.03,423.2287742
0.032,432.0339803
0.034,439.3182305
0.036,445.3326375
0.038,450.3066191
0.04,454.4478988
0.042,457.9425054
0.044,460.9547732
0.046,463.627342
0.048,466.0811567
0.05,468.4154681
0.052,470.707832
0.054,473.01411
0.056,475.3684688
0.058,477.7833807
0.06,478.2526077
0.062,480.1910794
0.064,482.0299296
0.066,483.7719871
0.068,485.4200239
0.07,486.9767556
0.072,488.4448418
0.074,489.8268863
0.076,491.1254378
0.078,492.3429902
0.08,493.4819828
0.082,494.5448011
0.084,495.533777
0.086,496.4511891
0.088,497.2992635
0.09,498.0801736
0.092,498.796041
0.094,499.448936
0.096,500.0408774
0.098,500.5738334
0.1,501.0497222
0.102,501.4704116
0.104,501.8377204
0.106,502.153418
0.108,502.4192253
0.11,502.6368148
0.112,502.8078114
0.114,502.9337923
0.116,503.0162879
0.118,503.056782
0.12,503.0567119
0.122,503.0174695
0.124,502.940401
0.126,502.8268078
0.128,502.6779469
0.13,502.4950307
0.132,502.2792283
0.134,502.0316653
0.136,501.7534244
0.138,501.4455457
0.14,501.1090274
0.142,500.7448258
0.144,500.3538561
0.146,499.9369926
0.148,499.4950691
0.15,499.0288794
0.152,498.5391775
0.154,498.0266785
0.156,497.4920584
0.158,496.9359549
0.16,496.3589678
0.162,495.7616592
0.164,495.144554
0.166,494.5081405
0.168,493.8528705
0.17,493.1791599
0.172,492.4873891
0.174,491.7779034
0.176,491.0510132
0.178,490.306995
0.18,489.546091
0.182,488.7685101
0.184,487.9744282
0.186,487.1639884
0.188,486.3373017
0.19,485.4944471
0.192,484.6354723
0.194,483.7603939
0.196,482.869198
0.198,481.9618405
0.2,481.0382473
0.202,480.0983151
0.204,479.1419118
0.206,478.1688763
0.208,477.1790199
0.21,476.1721257
0.212,475.1479497
0.214,474.1062211
0.216,473.0466423
0.218,471.9688897
0.22,470.8726143
0.222,469.7574415
0.224,468.6229719
0.226,467.4687818
0.228,466.2944233
0.23,465.0994249
0.232,463.883292
0.234,462.645507
0.236,461.3855302
0.238,460.1027995
0.24,458.7967315
0.242,457.4667216
0.244,456.1121445
0.246,454.7323543
0.248,453.3266855
0.25,451.8944528
0.252,450.4349519
0.254,448.9474598
0.256,447.4312352
0.258,445.8855189
0.26,444.3095343
0.262,442.7024876
0.264,441.0635683
0.266,439.39195
0.268,437.6867901
0.27,435.9472308
0.272,434.1723991
0.274,432.3614076
0.276,430.5133546
0.278,428.6273246
0.28,426.7023887
0.282,424.7376052
0.284,422.7320197
0.286,420.6846658
0.288,418.5945651
0.29,416.4607283
0.292,414.2821547
0.294,412.0578335
0.296,409.7867436
0.298,407.4678544
0.3,405.1001259
0.302,402.6825091
0.304,400.2139469
0.306,397.6933739
0.308,395.1197172
0.31,392.4918966
0.312,389.8088251
0.314,387.0694094
0.316,384.2725502
0.318,381.4171425
0.32,378.5020762
0.322,375.5262366
0.324,372.4885043
0.326,369.3877564
0.328,366.2228662
0.33,362.9927039
0.332,359.6961371
0.334,356.3320311
0.336,352.8992491
0.338,349.3966532
0.34,345.8231042
0.342,342.1774623
0.344,338.4585874
0.346,334.6653397
0.348,330.7965799
0.35,326.8511696
0.352,322.827972
0.354,318.725852
0.356,314.5436768
0.358,310.2803161
0.36,305.9346426
0.362,301.5055328
0.364,296.9918667
0.366,292.3925287
0.368,287.7064079
0.37,282.9323985
0.372,278.0694001
0.374,273.1163185
0.376,268.0720655
0.378,262.9355597
0.38,257.705727
0.382,252.3815008
0.384,246.9618224
0.386,241.4456415
0.388,235.8319166
0.39,230.1196154
0.392,224.3077153
0.394,218.3952034
0.396,212.3810777
0.398,206.2643467
