strain,stress
0.002,88.75340408
0.004,116.9943395
0.006,147.7456507
0.008,179.3048731
0.01,209.9695423
0.012,238.0371939
0.014,261.8053634
0.016,279.5715864
0.018,289.6333984
0.02,294.817026
0.022,296.98676
0.024,299.2493866
0.026,301.548389
0.028,303.8342203
0.03,306.0643036
0.032,308.203032
0.034,310.2217683
0.036,312.0988454
0.038,313.819566
0.04,314.3762029
0.042,315.7679986
0.044,317.0011656
0.046,318.0888864
0.048,319.0513134
0.05,319.9155687
0.052,320.7157446
0.054,321.4929033
0.056,322.2950766
0.058,323.1772666
0.06,324.1319353
0.062,324.8731048
0.064,325.5742105
0.066,326.2368914
0.068,326.8627399
0.07,327.4533025
0.072,328.0100801
0.074,328.5345293
0.076,329.0280622
0.078,329.4920473
0.08,329.9278105
0.082,330.3366351
0.084,330.7197626
0.086,331.0783933
0.088,331.4136873
0.09,331.7267643
0.092,332.0187049
0.094,332.2905508
0.096,332.5433057
0.098,332.7779354
0.1,332.9953691
0.102,333.1964995
0.104,333.3821833
0.106,333.5532424
0.108,333.7104639
0.11,333.8546009
0.112,333.9863731
0.114,334.1064677
0.116,334.2155394
0.118,334.3142114
0.12,334.4030759
0.122,334.4826948
0.124,334.5536002
0.126,334.6162949
0.128,334.6712532
0.13,334.7189213
0.132,334.7597182
0.134,334.7940358
0.136,334.8222401
0.138,334.8446714
0.14,334.8616449
0.142,334.8734514
0.144,334.8803581
0.146,334.8826087
0.148,334.8804245
0.15,334.8740048
0.152,334.8635274
0.154,334.8491492
0.156,334.831007
0.158,334.809218
0.16,334.7838803
0.162,334.7550738
0.164,334.7228601
0.166,334.6872841
0.168,334.6483738
0.17,334.6061412
0.172,334.5605829
0.174,334.5116806
0.176,334.459402
0.178,334.4037008
0.18,334.344518
0.182,334.2817819
0.184,334.2154092
0.186,334.1453052
0.188,334.0713646
0.19,333.9934721
0.192,333.9115028
0.194,333.8253232
0.196,333.7347913
0.198,333.6397577
0.2,333.5400657
0.202,333.4355523
0.204,333.3260487
0.206,333.2113806
0.208,333.0913693
0.21,332.9658319
0.212,332.8345821
0.214,332.6974307
0.216,332.5541863
0.218,332.4046557
0.22,332.2486447
0.222,332.0859588
0.224,331.9164033
0.226,331.7397845
0.228,331.5559099
0.23,331.364589
0.232,331.1656338
0.234,330.9588593
0.236,330.7440843
0.238,330.5211321
0.24,330.2898307
0.242,330.0500136
0.244,329.8015205
0.246,329.5441978
0.248,329.2778993
0.25,329.0024865
0.252,328.7178296
0.254,328.4238078
0.256,328.1203101
0.258,327.8072356
0.26,327.4844945
0.262,327.1520084
0.264,326.8097112
0.266,326.4575491
0.268,326.095482
0.27,325.7234835
0.272,325.3415416
0.274,324.9496595
0.276,324.5478562
0.278,324.1361669
0.28,323.7146435
0.282,323.2833557
0.284,322.8423909
0.286,322.3918557
0.288,321.9318755
0.29,321.4625957
0.292,320.9841825
0.294,320.4968226
0.296,320.0007249
0.298,319.4961202
0.3,318.9832625
0.302,318.4624289
0.304,317.9339209
0.306,317.3980644
0.308,316.8552108
0.31,316.3057372
0.312,315.7500472
0.314,315.1885714
0.316,314.6217682
0.318,314.0501241
0.32,313.4741546
0.322,312.8944045
0.324,312.3114488
0.326,311.7258931
0.328,311.1383741
0.33,310.5495605
0.332,309.9601536
0.334,309.3708873
0.336,308.7825295
0.338,308.1958822
0.34,307.6117823
0.342,307.0311022
0.344,306.4547501
0.346,305.883671
0.348,305.3188471
0.35,304.7612985
0.352,304.2120836
0.354,303.6722999
0.356,303.1430845
0.358,302.6256148
0.36,302.1211088
0.362,301.6308263
0.364,301.1560687
0.366,300.6981803
0.368,300.2585486
0.37,299.8386046
0.372,299.4398242
0.374,299.063728
0.376,298.7118822
0.378,298.3858993
0.38,298.0874386
0.382,297.8182067
0.384,297.5799585
0.386,297.3744971
0.388,297.2036751
0.39,297.0693947
0.392,296.9736086
0.394,296.9183205
0.396,296.9055857
0.398,296.9375116
