strain,stress
0.002,66.76952173
0.004,93.02794109
0.006,114.7790311
0.008,133.2886317
0.01,150.3627841
0.012,161.1417403
0.014,169.8003851
0.016,176.7358043
0.018,182.2981971
0.02,186.790877
0.022,190.4702714
0.024,193.5459214
0.026,196.1804821
0.028,198.4897227
0.03,200.542526
0.032,202.3608891
0.034,203.9199226
0.036,205.1478515
0.038,205.9260142
0.04,206.8699005
0.042,207.7453194
0.044,208.5865264
0.046,209.3942832
0.048,210.1693391
0.05,210.9124309
0.052,211.6242837
0.054,212.3056104
0.056,212.9571121
0.058,213.5794781
0.06,214.1733859
0.062,214.7395017
0.064,215.27848
0.066,215.7909642
0.068,216.2775861
0.07,216.7389667
0.072,217.175716
0.074,217.5884327
0.076,217.9777051
0.078,218.3441106
0.08,218.688216
0.082,219.0105777
0.084,219.3117417
0.086,219.5922435
0.088,219.8526089
0.09,220.0933531
0.092,220.3149818
0.094,220.5179906
0.096,220.7028654
0.098,220.8700826
0.1,221.0201089
0.102,221.1534016
0.104,221.2704088
0.106,221.3715694
0.108,221.4573131
0.11,221.5280607
0.112,221.584224
0.114,221.6262061
0.116,221.6544015
0.118,221.6691962
0.12,221.6709674
0.122,221.6600843
0.124,221.6369077
0.126,221.6017904
0.128,221.555077
0.13,221.4971043
0.132,221.4282013
0.134,221.3486892
0.136,221.2588818
0.138,221.1590852
0.14,221.0495981
0.142,220.9307122
0.144,220.8027118
0.146,220.6658742
0.148,220.5204698
0.15,220.366762
0.152,220.2050076
0.154,220.0354569
0.156,219.8583533
0.158,219.6739341
0.16,219.4824303
0.162,219.2840664
0.164,219.0790611
0.166,218.8676271
0.168,218.6499709
0.17,218.4262937
0.172,218.1967907
0.174,217.9616516
0.176,217.7210607
0.178,217.4751971
0.18,217.2242343
0.182,216.9683409
0.184,216.7076806
0.186,216.4424119
0.188,216.1726887
0.19,215.8986601
0.192,215.6204707
0.194,215.3382605
0.196,215.0521652
0.198,214.7623162
0.2,214.4688407
0.202,214.171862
0.204,213.8714991
0.206,213.5678676
0.208,213.2610791
0.21,212.9512416
0.212,212.6384596
0.214,212.3228341
0.216,212.0044631
0.218,211.683441
0.22,211.3598593
0.222,211.0338066
0.224,210.7053685
0.226,210.3746277
0.228,210.0416646
0.23,209.7065567
0.232,209.3693793
0.234,209.0302051
0.236,208.6891047
0.238,208.3461467
0.24,208.0013975
0.242,207.6549217
0.244,207.3067819
0.246,206.9570392
0.248,206.6057531
0.25,206.2529815
0.252,205.8987811
0.254,205.543207
0.256,205.1863134
0.258,204.8281536
0.26,204.4687795
0.262,204.1082425
0.264,203.7465932
0.266,203.3838814
0.268,203.0201567
0.27,202.655468
0.272,202.2898641
0.274,201.9233933
0.276,201.5561042
0.278,201.1880452
0.28,200.8192648
0.282,200.4498117
0.284,200.0797352
0.286,199.7090848
0.288,199.3379105
0.29,198.9662631
0.292,198.5941943
0.294,198.2217564
0.296,197.8490027
0.298,197.4759878
0.3,197.1027674
0.302,196.7293984
0.304,196.3559391
0.306,195.9824496
0.308,195.6089913
0.31,195.2356275
0.312,194.8624233
0.314,194.4894457
0.316,194.1167638
0.318,193.7444489
0.32,193.3725744
0.322,193.0012163
0.324,192.6304529
0.326,192.2603653
0.328,191.8910369
0.33,191.5225544
0.332,191.1550071
0.334,190.7884874
0.336,190.4230907
0.338,190.0589158
0.34,189.6960649
0.342,189.3346433
0.344,188.9747603
0.346,188.6165285
0.348,188.2600644
0.35,187.9054885
0.352,187.552925
0.354,187.2025025
0.356,186.8543536
0.358,186.5086152
0.36,186.1654287
0.362,185.82494
0.364,185.4872995
0.366,185.1526626
0.368,184.8211893
0.37,184.4930445
0.372,184.1683985
0.374,183.8474263
0.376,183.5303086
0.378,183.2172312
0.38,182.9083854
0.382,182.6039683
0.384,182.3041824
0.386,182.0092362
0.388,181.7193441
0.39,181.4347264
0.392,181.1556097
0.394,180.8822267
0.396,180.6148165
0.398,180.3536246
