strain,stress
0.002,67.27949156
0.004,90.99727602
0.006,117.3335056
0.008,145.6390556
0.01,175.2648015
0.012,205.5616186
0.014,235.8803823
0.016,265.571968
0.018,293.9872511
0.02,320.477107
0.022,344.392411
0.024,365.0840385
0.026,381.9028649
0.028,394.1997656
0.03,401.7432438
0.032,410.1053201
0.034,417.7911312
0.036,424.8313071
0.038,431.2564778
0.04,437.0972734
0.042,442.384324
0.044,447.1482597
0.046,451.4197105
0.048,455.2293064
0.05,458.6076777
0.052,461.5854542
0.054,464.1932661
0.056,466.4617435
0.058,468.4215164
0.06,471.703677
0.062,472.6448192
0.064,473.638044
0.066,474.6616232
0.068,475.6957279
0.07,476.7223649
0.072,477.7253133
0.074,478.6900603
0.076,479.6037379
0.078,480.4550586
0.08,481.2342521
0.082,481.9330013
0.084,482.5443788
0.086,483.0627829
0.088,483.4838738
0.09,483.8045103
0.092,484.0226852
0.094,484.1374627
0.096,484.1489135
0.098,484.0580519
0.1,483.8667716
0.102,483.5777819
0.104,483.1945444
0.106,482.7212088
0.108,482.1625492
0.11,481.5239007
0.112,480.8110952
0.114,480.030398
0.116,479.1884436
0.118,478.2921726
0.12,477.3487674
0.122,476.3655886
0.124,475.3501113
0.126,474.3098615
0.128,473.2523518
0.13,472.1850185
0.132,471.1151569
0.134,470.0498584
0.136,468.9959461
0.138,467.9599114
0.14,466.9478503
0.142,465.9653992
0.144,465.0176716
0.146,464.1091943
0.148,463.2438435
0.15,462.4247809
0.152,461.6543904
0.154,460.9342139
0.156,460.2648879
0.158,459.6460794
0.16,459.0764225
0.162,458.5534543
0.164,458.0735514
0.166,457.6318661
0.168,457.2222627
0.17,456.8372534
0.172,456.4679351
0.174,456.1039251
0.176,455.7332978
0.178,455.3425207
0.18,454.9163907
0.182,454.4379702
0.184,453.8885237
0.186,453.2474538
0.188,452.4922374
0.19,451.5983621
0.192,450.5392623
0.194,449.2862556
0.196,447.8084791
0.198,446.0728252
