strain,stress
0.002,78.72132999
0.004,103.9372251
0.006,127.225084
0.008,151.8089173
0.01,175.3664891
0.012,207.8936679
0.014,240.331099
0.016,272.3055437
0.018,303.4827786
0.02,333.5675956
0.022,362.3038021
0.024,389.4742209
0.026,414.9006902
0.028,438.4440637
0.03,460.0042102
0.032,479.5200142
0.034,496.9693756
0.036,512.3692094
0.038,525.7754464
0.04,537.2830326
0.042,547.0259294
0.044,555.1771136
0.046,561.9485774
0.048,567.5913285
0.05,572.39539
0.052,576.6898002
0.054,580.842613
0.056,585.2608976
0.058,590.3907388
0.06,595.3469287
0.062,597.9100388
0.064,600.3805666
0.066,602.7606237
0.068,605.0522814
0.07,607.2575707
0.072,609.3784831
0.074,611.4169705
0.076,613.374946
0.078,615.254284
0.08,617.0568206
0.082,618.7843542
0.084,620.4386453
0.086,622.0214177
0.088,623.5343582
0.09,624.9791171
0.092,626.3573089
0.094,627.6705121
0.096,628.9202702
0.098,630.1080916
0.1,631.2354501
0.102,632.3037853
0.104,633.3145032
0.106,634.268976
0.108,635.1685429
0.11,636.0145105
0.112,636.8081529
0.114,637.5507122
0.116,638.243399
0.118,638.8873925
0.12,639.483841
0.122,640.0338625
0.124,640.5385444
0.126,640.9989448
0.128,641.4160921
0.13,641.7909858
0.132,642.1245964
0.134,642.4178665
0.136,642.6717104
0.138,642.8870152
0.14,643.0646404
0.142,643.2054188
0.144,643.3101568
0.146,643.3796346
0.148,643.4146068
0.15,643.4158023
0.152,643.3839255
0.154,643.3196556
0.156,643.2236479
0.158,643.0965338
0.16,642.938921
0.162,642.7513941
0.164,642.5345149
0.166,642.2888228
0.168,642.0148352
0.17,641.7130476
0.172,641.3839344
0.174,641.0279489
0.176,640.6455239
0.178,640.2370719
0.18,639.8029855
0.182,639.3436381
0.184,638.8593837
0.186,638.3505576
0.188,637.8174768
0.19,637.2604403
0.192,636.6797293
0.194,636.0756078
0.196,635.448323
0.198,634.7981055
0.2,634.1251696
0.202,633.429714
0.204,632.7119219
0.206,631.9719612
0.208,631.2099855
0.21,630.4261338
0.212,629.6205311
0.214,628.7932891
0.216,627.9445059
0.218,627.0742671
0.22,626.1826454
0.222,625.2697018
0.224,624.3354852
0.226,623.3800334
0.228,622.4033729
0.23,621.4055198
0.232,620.3864798
0.234,619.3462486
0.236,618.2848124
0.238,617.2021485
0.24,616.098225
0.242,614.9730016
0.244,613.8264302
0.246,612.6584548
0.248,611.4690121
0.25,610.2580317
0.252,609.0254368
0.254,607.7711442
0.256,606.4950651
0.258,605.1971048
0.26,603.8771637
0.262,602.5351375
0.264,601.1709175
0.266,599.7843907
0.268,598.3754407
0.27,596.9439478
0.272,595.4897893
0.274,594.01284
0.276,592.5129724
0.278,590.9900573
0.28,589.4439639
0.282,587.8745607
0.284,586.281715
0.286,584.6652939
0.288,583.0251648
0.29,581.3611952
0.292,579.6732534
0.294,577.9612089
0.296,576.2249326
0.298,574.4642973
0.3,572.6791782
0.302,570.8694527
0.304,569.0350016
0.306,567.1757088
0.308,565.291462
0.31,563.3821527
0.312,561.4476773
0.314,559.4879366
0.316,557.5028368
0.318,555.4922896
0.32,553.4562125
0.322,551.3945294
0.324,549.3071709
0.326,547.1940743
0.328,545.0551847
0.33,542.8904547
0.332,540.6998451
0.334,538.4833251
0.336,536.2408728
0.338,533.9724756
0.34,531.6781304
0.342,529.357844
0.344,527.0116338
0.346,524.6395276
0.348,522.2415643
0.35,519.8177943
0.352,517.36828
0.354,514.8930955
0.356,512.3923279
0.358,509.8660769
0.36,507.3144556
0.362,504.7375906
0.364,502.1356228
0.366,499.5087072
0.368,496.8570136
0.37,494.180727
0.372,491.4800478
0.374,488.7551923
0.376,486.006393
0.378,483.2338988
0.38,480.4379759
0.382,477.6189077
0.384,474.776995
0.386,471.912557
0.388,469.0259312
0.39,466.1174739
0.392,463.1875605
0.394,460.2365861
0.396,457.2649655
0.398,454.2731338
