strain,stress
0.002,68.92585683
0.004,79.91794187
0.006,87.03700226
0.008,91.19304016
0.01,93.2960577
0.012,94.25605706
0.014,94.98304037
0.016,95.8582325
0.018,96.51783554
0.02,97.1049431
0.022,97.62527433
0.024,98.08454838
0.026,98.48848438
0.028,98.84280147
0.03,99.15321882
0.032,99.42545554
0.034,99.6652308
0.036,99.87826372
0.038,100.0702735
0.04,99.24697916
0.042,99.41409996
0.044,99.577355
0.046,99.74246343
0.048,99.91514439
0.05,100.7088577
0.052,100.7083499
0.054,100.7034525
0.056,100.6942081
0.058,100.680659
0.06,100.6628477
0.062,100.6408165
0.064,100.6146078
0.066,100.5842642
0.068,100.5498279
0.07,100.5113414
0.072,100.4688471
0.074,100.4223874
0.076,100.3720047
0.078,100.3177415
0.08,100.2596401
0.082,100.197743
0.084,100.1320925
0.086,100.0627311
0.088,99.98970118
0.09,99.91304515
0.092,99.83280542
0.094,99.74902441
0.096,99.66174452
0.098,99.57100817
0.1,99.47685775
0.102,99.37933569
0.104,99.2784844
0.106,99.17434628
0.108,99.06696374
0.11,98.95637919
0.112,98.84263506
0.114,98.72577373
0.116,98.60583763
0.118,98.48286917
0.12,98.35691075
0.122,98.22800478
0.124,98.09619368
0.126,97.96151986
0.128,97.82402572
0.13,97.68375368
0.132,97.54074614
0.134,97.39504552
0.136,97.24669422
0.138,97.09573467
0.14,96.94220925
0.142,96.7861604
0.144,96.62763051
0.146,96.466662
0.148,96.30329728
0.15,96.13757875
0.152,95.96954883
0.154,95.79924993
0.156,95.62672446
0.158,95.45201482
0.16,95.27516344
0.162,95.09621271
0.164,94.91520505
0.166,94.73218287
0.168,94.54718857
0.17,94.36026458
0.172,94.1714533
0.174,93.98079713
0.176,93.78833849
0.178,93.5941198
0.18,93.39818345
0.182,93.20057186
0.184,93.00132745
0.186,92.80049261
0.188,92.59810977
0.19,92.39422132
0.192,92.18886969
0.194,91.98209727
0.196,91.77394649
0.198,91.56445975
0.2,91.35367946
0.202,91.14164803
0.204,90.92840787
0.206,90.71400139
0.208,90.49847101
0.21,90.28185913
0.212,90.06420816
0.214,89.84556051
0.216,89.6259586
0.218,89.40544483
0.22,89.18406161
0.222,88.96185135
0.224,88.73885647
0.226,88.51511937
0.228,88.29068247
0.23,88.06558817
0.232,87.83987888
0.234,87.61359702
0.236,87.38678499
0.238,87.1594852
0.24,86.93174007
0.242,86.703592
0.244,86.47508341
0.246,86.24625671
0.248,86.0171543
0.25,85.78781859
0.252,85.558292
0.254,85.32861693
0.256,85.09883581
0.258,84.86899102
0.26,84.639125
0.262,84.40928013
0.264,84.17949885
0.266,83.94982355
0.268,83.72029665
0.27,83.49096056
0.272,83.26185768
0.274,83.03303043
0.276,82.80452122
0.278,82.57637245
0.28,82.34862654
0.282,82.12132591
0.284,81.89451294
0.286,81.66823007
0.288,81.44251969
0.29,81.21742423
0.292,80.99298608
0.294,80.76924766
0.296,80.54625138
0.298,80.32403965
0.3,80.10265488
0.302,79.88213947
0.304,79.66253585
0.306,79.44388642
0.308,79.22623358
0.31,79.00961976
0.312,78.79408736
0.314,78.57967878
0.316,78.36643645
0.318,78.15440277
0.32,77.94362015
0.322,77.734131
0.324,77.52597773
0.326,77.31920275
0.328,77.11384847
0.33,76.90995731
0.332,76.70757167
0.334,76.50673396
0.336,76.30748659
0.338,76.10987197
0.34,75.91393252
0.342,75.71971063
0.344,75.52724874
0.346,75.33658923
0.348,75.14777453
0.35,74.96084704
0.352,74.77584917
0.354,74.59282334
0.356,74.41181195
0.358,74.23285741
0.36,74.05600214
0.362,73.88128854
0.364,73.70875903
0.366,73.53845601
0.368,73.3704219
0.37,73.2046991
0.372,73.04133003
0.374,72.88035709
0.376,72.72182269
0.378,72.56576926
0.38,72.41223918
0.382,72.26127489
0.384,72.11291878
0.386,71.96721326
0.388,71.82420075
0.39,71.68392366
0.392,71.54642439
0.394,71.41174536
0.396,71.27992898
0.398,71.15101766
