strain,stress
0.002,73.74873371
0.004,94.67759212
0.006,120.3935826
0.008,148.9345652
0.01,178.3384
0.012,206.642947
0.014,231.8860663
0.016,252.105618
0.018,265.3394622
0.02,272.8419918
0.022,280.6174155
0.024,287.1754006
0.026,292.7198119
0.028,297.4324594
0.03,301.4730987
0.032,304.9794307
0.034,308.0671018
0.036,310.8297037
0.038,313.3387736
0.04,314.6437942
0.042,316.7721935
0.044,318.729345
0.046,320.4985676
0.048,322.0411255
0.05,323.2962286
0.052,324.181032
0.054,329.533217
0.056,329.5546679
0.058,329.5615974
0.06,329.554092
0.062,329.5322381
0.064,329.4961222
0.066,329.4458306
0.068,329.3814497
0.07,329.3030659
0.072,329.2107657
0.074,329.1046355
0.076,328.9847616
0.078,328.8512305
0.08,328.7041285
0.082,328.5435422
0.084,328.3695578
0.086,328.1822618
0.088,327.9817406
0.09,327.7680807
0.092,327.5413683
0.094,327.30169
0.096,327.0491321
0.098,326.783781
0.1,326.5057232
0.102,326.2150451
0.104,325.911833
0.106,325.5961733
0.108,325.2681526
0.11,324.9278571
0.112,324.5753733
0.114,324.2107876
0.116,323.8341864
0.118,323.4456561
0.12,323.0452831
0.122,322.6331539
0.124,322.2093547
0.126,321.7739721
0.128,321.3270925
0.13,320.8688022
0.132,320.3991877
0.134,319.9183353
0.136,319.4263315
0.138,318.9232627
0.14,318.4092152
0.142,317.8842756
0.144,317.3485301
0.146,316.8020653
0.148,316.2449675
0.15,315.677323
0.152,315.0992185
0.154,314.5107401
0.156,313.9119744
0.158,313.3030078
0.16,312.6839266
0.162,312.0548172
0.164,311.4157661
0.166,310.7668598
0.168,310.1081844
0.17,309.4398266
0.172,308.7618727
0.174,308.0744091
0.176,307.3775222
0.178,306.6712984
0.18,305.9558241
0.182,305.2311858
0.184,304.4974698
0.186,303.7547626
0.188,303.0031505
0.19,302.24272
0.192,301.4735574
0.194,300.6957492
0.196,299.9093818
0.198,299.1145416
0.2,298.311315
0.202,297.4997884
0.204,296.6800482
0.206,295.8521808
0.208,295.0162726
0.21,294.1724101
0.212,293.3206796
0.214,292.4611676
0.216,291.5939604
0.218,290.7191444
0.22,289.8368061
0.222,288.947032
0.224,288.0499082
0.226,287.1455214
0.228,286.2339579
0.23,285.315304
0.232,284.3896463
0.234,283.4570711
0.236,282.5176648
0.238,281.5715138
0.24,280.6187046
0.242,279.6593235
0.244,278.693457
0.246,277.7211914
0.248,276.7426132
0.25,275.7578088
0.252,274.7668645
0.254,273.7698668
0.256,272.7669022
0.258,271.7580569
0.26,270.7434174
0.262,269.7230702
0.264,268.6971015
0.266,267.6655979
0.268,266.6286457
0.27,265.5863314
0.272,264.5387413
0.274,263.4859619
0.276,262.4280795
0.278,261.3651806
0.28,260.2973516
0.282,259.2246788
0.284,258.1472488
0.286,257.0651478
0.288,255.9784624
0.29,254.8872788
0.292,253.7916836
0.294,252.6917631
0.296,251.5876038
0.298,250.479292
0.3,249.3669141
0.302,248.2505566
0.304,247.1303058
0.306,246.0062482
0.308,244.8784702
0.31,243.7470582
0.312,242.6120985
0.314,241.4736777
0.316,240.3318821
0.318,239.186798
0.32,238.038512
0.322,236.8871104
0.324,235.7326797
0.326,234.5753061
0.328,233.4150763
0.33,232.2520764
0.332,231.0863931
0.334,229.9181126
0.336,228.7473213
0.338,227.5741058
0.34,226.3985523
0.342,225.2207474
0.344,224.0407773
0.346,222.8587286
0.348,221.6746875
0.35,220.4887406
0.352,219.3009742
0.354,218.1114748
0.356,216.9203287
0.358,215.7276223
0.36,214.5334421
0.362,213.3378745
0.364,212.1410058
0.366,210.9429225
0.368,209.743711
0.37,208.5434577
0.372,207.342249
0.374,206.1401713
0.376,204.937311
0.378,203.7337546
0.38,202.5295883
0.382,201.3248987
0.384,200.1197722
0.386,198.9142951
0.388,197.7085538
0.39,196.5026348
0.392,195.2966245
0.394,194.0906092
0.396,192.8846755
0.398,191.6789096
