strain,stress
0.002,75.74844707
0.004,101.4276414
0.006,129.0879546
0.008,159.2197422
0.01,192.3133597
0.012,228.8591626
0.014,269.3475063
0.016,314.2687464
0.018,364.1132383
0.02,408.1906114
0.022,450.068703
0.024,481.0948262
0.026,503.2132173
0.028,518.1916788
0.03,527.6215789
0.032,532.9178517
0.034,535.3189975
0.036,535.8870822
0.038,535.5077378
0.04,533.8901623
0.042,533.5671194
0.044,533.894939
0.046,535.0535166
0.048,537.0463141
0.05,539.7003589
0.052,542.6662444
0.054,545.4181302
0.056,547.2537416
0.058,547.2943698
0.06,550.5467189
0.062,551.1395983
0.064,551.7169447
0.066,552.2779811
0.068,552.821964
0.07,553.3481826
0.072,553.8559589
0.074,554.3446467
0.076,554.8136317
0.078,555.2623306
0.08,555.6901909
0.082,556.0966905
0.084,556.4813371
0.086,556.8436678
0.088,557.183249
0.09,557.4996752
0.092,557.7925695
0.094,558.0615823
0.096,558.3063916
0.098,558.5267019
0.1,558.7222444
0.102,558.8927759
0.104,559.0380791
0.106,559.1579613
0.108,559.2522549
0.11,559.3208162
0.112,559.3635253
0.114,559.3802857
0.116,559.3710237
0.118,559.3356881
0.12,559.2742496
0.122,559.1867005
0.124,559.0730545
0.126,558.9333455
0.128,558.767628
0.13,558.5759762
0.132,558.3584837
0.134,558.1152631
0.136,557.8464454
0.138,557.5521797
0.14,557.2326326
0.142,556.8879882
0.144,556.5184471
0.146,556.1242262
0.148,555.7055585
0.15,555.2626921
0.152,554.7958904
0.154,554.3054312
0.156,553.7916065
0.158,553.2547219
0.16,552.6950964
0.162,552.1130616
0.164,551.5089616
0.166,550.8831525
0.168,550.2360017
0.17,549.5678878
0.172,548.8792
0.174,548.1703377
0.176,547.44171
0.178,546.6937353
0.18,545.9268409
0.182,545.1414626
0.184,544.338044
0.186,543.5170364
0.188,542.6788983
0.19,541.8240947
0.192,540.9530969
0.194,540.066382
0.196,539.1644326
0.198,538.247736
0.2,537.3167842
0.202,536.372073
0.204,535.4141022
0.206,534.4433745
0.208,533.4603953
0.21,532.4656724
0.212,531.4597156
0.214,530.4430359
0.216,529.4161454
0.218,528.3795567
0.22,527.3337826
0.222,526.2793354
0.224,525.216727
0.226,524.1464676
0.228,523.0690662
0.23,521.9850295
0.232,520.8948616
0.234,519.799064
0.236,518.6981345
0.238,517.5925671
0.24,516.4828517
0.242,515.3694733
0.244,514.252912
0.246,513.1336421
0.248,512.012132
0.25,510.8888435
0.252,509.7642318
0.254,508.6387444
0.256,507.5128214
0.258,506.3868945
0.26,505.2613867
0.262,504.136712
0.264,503.013275
0.266,501.8914701
0.268,500.7716815
0.27,499.6542824
0.272,498.539635
0.274,497.4280895
0.276,496.3199842
0.278,495.2156445
0.28,494.1153832
0.282,493.0194992
0.284,491.928278
0.286,490.8419902
0.288,489.7608921
0.29,488.6852246
0.292,487.6152129
0.294,486.5510662
0.296,485.4929772
0.298,484.4411216
0.3,483.3956576
0.302,482.3567257
0.304,481.3244481
0.306,480.2989283
0.308,479.2802506
0.31,478.2684797
0.312,477.2636605
0.314,476.265817
0.316,475.2749527
0.318,474.2910496
0.32,473.3140678
0.322,472.3439456
0.324,471.3805981
0.326,470.4239177
0.328,469.4737732
0.33,468.5300093
0.332,467.5924464
0.334,466.6608801
0.336,465.7350806
0.338,464.8147925
0.34,463.8997342
0.342,462.9895975
0.344,462.0840471
0.346,461.1827204
0.348,460.2852267
0.35,459.3911472
0.352,458.5000341
0.354,457.6114105
0.356,456.7247697
0.358,455.8395752
0.36,454.9552595
0.362,454.0712247
0.364,453.186841
0.366,452.301447
0.368,451.414349
0.37,450.5248206
0.372,449.632102
0.374,448.7354003
0.376,447.833888
0.378,446.9267034
0.38,446.0129501
0.382,445.0916959
0.384,444.1619731
0.386,443.2227778
0.388,442.2730694
0.39,441.31177
0.392,440.3377643
0.394,439.3498993
0.396,438.3469831
0.398,437.3277853
