strain,stress
0.002711864,22.08
0.005423729,26.64
0.006779661,31.2
0.009491525,34.8
0.013559322,36.48
0.027118644,38.16
0.040677966,37.68
0.054237288,36.48
0.06779661,35.52
0.093559322,33.36
0.119322034,32.16
0.145084746,30.72
0.170847458,29.52
0.196610169,29.04
0.222372881,28.56
0.248135593,27.84
0.273898305,27.36
0.299661017,27.36
0.325423729,26.88
0.351186441,26.88
0.376949153,26.88
0.402711864,26.64
0.428474576,26.64
0.454237288,26.4
0.48,26.4
0.505762712,26.4
0.531525424,26.4
0.557288136,26.16
0.583050847,26.4
0.608813559,26.4
0.634576271,26.88
0.660338983,26.88
0.686101695,26.64
