strain,stress
0.001355932,9.84
0.001355932,6.24
0.002711864,12
0.005423729,17.28
0.009491525,19.92
0.021694915,20.4
0.033898305,20.16
0.046101695,20.16
0.062372881,19.68
0.088135593,19.2
0.113898305,18.72
0.139661017,18.72
0.165423729,18.48
0.191186441,18.48
0.216949153,18.48
0.242711864,18.48
0.268474576,18.48
0.294237288,18.96
0.32,18.96
0.345762712,18.72
0.371525424,18.96
0.397288136,18.96
0.423050847,18.96
0.448813559,18.96
0.474576271,19.2
0.500338983,19.2
0.526101695,19.2
0.551864407,19.2
0.577627119,19.2
0.603389831,19.2
0.629152542,19.2
0.654915254,19.44
0.680677966,19.92
