strain,stress
0.008135593,41.52
0.010847458,46.32
0.010847458,43.92
0.013559322,48.96
0.018983051,51.12
0.027118644,53.28
0.040677966,54.72
0.054237288,54.72
0.06779661,54
0.093559322,51.84
0.119322034,49.2
0.145084746,47.76
0.170847458,46.32
0.196610169,45.12
0.222372881,43.68
0.248135593,42
0.273898305,40.8
0.299661017,40.32
0.325423729,39.84
0.351186441,39.36
0.376949153,38.64
0.402711864,37.68
0.428474576,37.2
0.454237288,36.96
0.48,36.48
0.505762712,36.24
0.531525424,36
0.557288136,36
0.583050847,36
0.608813559,36.48
0.634576271,36.24
0.660338983,36
0.686101695,36
