strain,stress
0.024870466,102.48
0.024870466,91.84
0.030397237,110.88
0.040069085,123.76
0.052504318,134.4
0.066321244,144.48
0.084283247,155.12
0.100863558,164.64
0.121588946,175.28
0.147841105,184.8
0.174093264,191.52
0.200345423,194.32
0.226597582,193.76
0.252849741,190.96
0.2791019,186.48
0.305354059,181.44
0.331606218,176.4
0.357858377,171.36
0.384110535,166.32
0.410362694,161.28
0.436614853,156.8
0.462867012,152.88
0.489119171,146.72
0.51537133,142.8
0.541623489,139.44
0.567875648,136.08
0.594127807,133.28
0.620379965,132.16
0.646632124,131.04
0.672884283,130.48
