strain,stress
0.009491525,55.68
0.009491525,53.12
0.010847458,52.16
0.01220339,62.08
0.013559322,62.72
0.013559322,58.24
0.014915254,64
0.016271186,65.28
0.021694915,71.04
0.031186441,76.48
0.056949153,79.36
0.082711864,78.4
0.108474576,76.48
0.134237288,74.24
0.16,72
0.185762712,69.12
0.211525424,66.88
0.237288136,64.96
0.263050847,63.04
0.288813559,61.76
0.314576271,60.8
0.340338983,59.52
0.366101695,58.88
0.391864407,57.6
0.417627119,57.28
0.443389831,56.64
0.469152542,56
0.494915254,55.36
0.520677966,55.36
0.546440678,54.4
0.557288136,54.72
0.583050847,54.4
0.608813559,54.4
0.634576271,54.4
0.660338983,53.76
0.686101695,53.76
