strain,stress
0.01220339,71.68
0.016271186,75.84
0.018983051,84.16
0.021694915,87.68
0.027118644,95.68
0.039322034,101.76
0.063728814,106.24
0.089491525,108.16
0.115254237,108.48
0.141016949,108.16
0.166779661,107.2
0.192542373,105.6
0.218305085,103.36
0.244067797,101.76
0.269830508,98.24
0.29559322,95.36
0.321355932,93.12
0.347118644,91.2
0.372881356,89.92
0.398644068,87.68
0.42440678,86.72
0.450169492,85.44
0.475932203,84.8
0.501694915,84.48
0.527457627,84.48
0.553220339,84.16
0.578983051,84.16
0.604745763,84.16
0.630508475,84.16
0.656271186,84.16
0.682033898,84.16
