strain,stress
0.012475634,52.92
0.015594542,55.8
0.020272904,63
0.024951267,69.48
0.034307992,76.32
0.053021442,83.16
0.081091618,86.76
0.110721248,88.2
0.140350877,87.84
0.169980507,87.48
0.199610136,85.32
0.229239766,84.24
0.258869396,81.36
0.288499025,79.56
0.318128655,77.4
0.347758285,75.6
0.377387914,74.88
0.407017544,72
0.436647173,69.84
0.466276803,69.12
0.495906433,67.68
0.525536062,66.6
0.555165692,65.88
0.584795322,65.88
0.614424951,65.16
0.644054581,65.16
0.673684211,64.44
0.70331384,64.44
0.73294347,64.44
0.750097466,64.44
0.761013645,63.72
0.771929825,63.36
0.782846004,63.36
