strain,stress
0.001559454,18
0.001559454,11.16
0.004678363,25.92
0.007797271,34.56
0.010916179,37.44
0.021832359,45
0.051461988,48.24
0.081091618,48.24
0.110721248,47.88
0.140350877,46.44
0.169980507,45
0.199610136,43.56
0.229239766,42.48
0.258869396,41.76
0.288499025,41.76
0.318128655,41.04
0.347758285,40.68
0.377387914,39.96
0.407017544,39.6
0.436647173,39.24
0.466276803,38.52
0.495906433,38.16
0.525536062,38.16
0.555165692,38.16
0.584795322,38.16
0.614424951,37.8
0.644054581,38.16
0.673684211,38.52
0.70331384,38.52
0.73294347,38.52
0.762573099,38.52
