strain,stress
0.006779661,41.6
0.006779661,37.76
0.008135593,42.88
0.010847458,47.68
0.016271186,51.2
0.035254237,56.32
0.061016949,56
0.086779661,53.44
0.112542373,50.88
0.138305085,48.64
0.164067797,47.04
0.189830508,45.12
0.21559322,44.16
0.241355932,42.88
0.267118644,41.92
0.292881356,41.6
0.315932203,41.6
0.341694915,40.96
0.367457627,40.96
0.393220339,40.96
0.418983051,40.96
0.444745763,40.96
0.470508475,40.96
0.496271186,41.6
0.522033898,41.28
0.54779661,41.6
0.573559322,41.6
0.599322034,41.6
0.625084746,41.6
0.650847458,41.6
0.676610169,41.6
