y_true,y_cal
99.92856251777513,105.90521764631758
113.1113453084739,114.9564951388701
120.69397508260437,122.12558261171125
127.32058523395658,127.68193531243628
132.52236019012196,131.9424418368669
136.3578369533934,135.21087197527493
140.35258374753346,137.74079207435508
143.77146874970364,139.7198451791796
145.33491675206287,141.27132462123907
147.51581645445137,142.46747484609043
148.74548000378522,143.3480591080405
149.68168790538445,143.93824823350187
149.79696905788796,144.26212401230322
150.23219064155927,144.35123632737944
150.53262253544526,144.25041289271533
150.2697108515078,144.02476764257693
150.22271116443204,143.77299146099006
150.4224459851071,143.65341526851753
150.89415183685244,143.93149577758456
150.89439752981008,145.05957407074652
