strain,stress
0.021698113,65.56451613
0.029317852,68.64919355
0.038026125,71.73387097
0.048911466,74.09274194
0.065239478,77.54032258
0.078301887,79.71774194
0.094629898,81.71370968
0.114223512,83.70967742
0.131640058,85.52419355
0.156676343,86.43145161
0.182801161,87.33870968
0.206748911,87.7016129
0.231785196,88.06451613
0.25137881,88.06451613
0.279680697,87.52016129
0.299274311,86.97580645
0.321044993,86.43145161
0.347169811,85.16129032
0.368940493,84.25403226
0.389622642,83.70967742
0.405950653,83.16532258
0.427721335,82.25806452
0.450580552,81.16935484
0.474528302,80.80645161
0.493033382,80.26209677
0.511538462,79.71774194
0.538751814,79.71774194
0.569230769,79.35483871
0.588824383,78.62903226
0.621480406,78.62903226
0.656313498,78.62903226
0.686792453,79.53629032
0.710740203,79.53629032
0.744484761,80.08064516
0.773875181,81.71370968
0.798911466,82.62096774
