strain,stress
0.021698113,52.13709677
0.028229318,54.67741935
0.03149492,56.85483871
0.048911466,58.48790323
0.061973875,60.30241935
0.075036284,62.2983871
0.095718433,63.75
0.116400581,64.29435484
0.133817126,65.38306452
0.159941945,64.29435484
0.182801161,63.02419355
0.200217707,61.57258065
0.224165457,60.84677419
0.247024673,59.75806452
0.263352685,59.21370968
0.282946299,58.48790323
0.311248186,58.30645161
0.329753266,57.21774194
0.352612482,56.49193548
0.366763425,55.76612903
0.392888244,55.40322581
0.411393324,54.31451613
0.442960813,53.9516129
0.469085631,53.9516129
0.485413643,53.22580645
0.510449927,52.5
0.534397678,51.77419355
0.567053701,51.59274194
0.600798258,51.41129032
0.629100145,50.86693548
0.655224964,51.0483871
0.686792453,51.0483871
0.71509434,51.0483871
0.741219158,51.0483871
0.773875181,50.86693548
0.797822932,51.41129032
