strain,stress
0.02427649,139.6834255
0.031609125,144.7774454
0.034736109,149.5514993
0.039972613,153.3719027
0.047297597,159.7386466
0.05147456,164.8313277
0.060901413,171.5171452
0.067178332,177.2470808
0.075568595,181.387004
0.086053076,187.1187247
0.104945034,194.1267394
0.123848467,199.2256682
0.136448205,203.0491953
0.153253594,207.1926885
0.167959026,210.6989272
0.181618305,213.2501766
0.198435169,215.4845837
0.220509574,218.0394032
0.241539739,219.3210523
0.262573728,219.9663395
0.285705761,221.5670622
0.304634057,222.5296378
0.342494473,223.8184271
0.363524637,225.1000762
0.39718514,225.1143565
0.422430518,225.1250666
0.451883458,225.1375618
0.477125011,225.784634
0.509729798,226.43483
0.531811853,227.7169254
0.562310947,228.6844098
0.594911909,229.9709678
0.626460981,231.2570795
0.653802489,232.5414062
0.683251605,233.1902634
0.70953931,234.7923249
0.737928885,236.7134599
0.76737035,238.6350411
0.792608077,239.9184753
