y_true,y_cal
210.4576148,189.49888100496793
208.00425126842106,190.1756028129333
205.15030256315788,189.7891766895215
201.93804902631578,188.3606102555647
198.4097709,185.95286478952016
194.60760487894737,182.66475174311307
190.57367210526317,178.6218396242812
186.35076114736842,173.9657758724951
181.9811523105263,168.84344835133447
177.5071260105263,163.39719417598317
172.97093739473684,157.75690282982796
168.41502087894736,152.0344596334657
163.88173321052633,146.32061870235455
159.41335472105263,140.68413011676788
155.0521657473684,135.1727857727313
150.84080255263157,129.8159757557295
146.82148791578948,124.6283308887781
143.0364091,119.6140356486282
139.52784652631578,114.77140858314945
136.33387499999998,110.09736261991084
