strain,stress
0.00134,32.134
0.00154,35.382
0.00177,38.396
0.00195,41.211
0.00217,44.202
0.00236,46.433
0.00254,49.639
0.00277,52.578
0.00295,55.402
0.00318,58.632
0.00335,61.306
0.0036,64.311
0.00377,66.862
0.00399,69.431
0.00418,71.686
0.00437,74.756
0.00459,77.594
0.00474,81.035
0.00499,84.247
0.00513,87.721
0.00537,91.979
0.00555,95.677
0.00576,98.791
0.00594,102.81
0.00614,106.94
0.00634,111.25
0.00652,115.48
0.00674,119.94
0.0069,124.26
0.00715,129.14
0.00732,133.9
0.00752,137.75
0.00772,142.59
0.00792,147.05
0.00813,151.28
0.00832,156
0.00854,159.7
0.00871,164.3
0.00893,168.7
0.00912,172.98
0.00934,176.86
0.00952,180.78
0.00974,184.79
0.00994,188.15
0.01012,192.28
0.01035,196.19
0.01053,199.38
0.01077,203.28
0.01093,205.68
0.01115,209.44
0.01134,212.15
0.01156,214.88
0.01175,217.34
0.01192,220.48
0.01218,223.29
0.01232,225
0.01256,228.15
0.01276,229.91
0.01296,231.55
0.01315,233.43
0.01333,234.99
0.01358,238.3
0.01374,239.53
0.01398,241.49
0.01417,241.85
0.01433,243.04
0.01457,246.78
0.01478,247.5
0.01499,248.2
0.01523,248.92
0.01541,247.94
0.0156,248.57
0.0158,248.75
0.01599,249.9
0.01622,250.17
0.01636,251.2
0.01662,253.4
0.0168,254.47
0.01701,255.33
0.01723,255.01
0.0174,255.71
0.0176,256.53
0.01779,257.69
0.01801,258.23
0.01816,259.14
0.0184,260.49
0.01858,260.61
0.01878,261.46
0.01898,262.19
0.01918,262.9
0.0194,264.06
0.01958,264.18
0.0198,265.14
0.01997,265.73
0.02021,266.77
0.02041,267.38
0.02061,266.54
0.0208,267.5
0.021,268.42
0.0212,268.61
0.0214,268.94
0.0216,269.24
0.02177,269.74
0.02198,270.13
0.02219,270.01
0.02237,270.02
0.02258,270.51
0.02278,271.08
0.02299,271.1
0.02317,271.8
0.0234,272.29
0.02359,272.38
0.02379,272.86
0.02399,273.57
0.02418,273.9
0.0244,274.19
0.0246,274.78
0.0248,273.96
0.02497,273.79
0.02513,274.69
0.02534,277.1
0.02558,278.27
0.02577,277.98
0.02601,277.54
0.0262,276.46
0.02639,276.21
0.02659,276.28
0.02679,276.8
0.02701,276.48
0.02719,276.69
0.02742,276.61
0.02758,276.61
0.02778,277.24
0.02801,277.7
0.02818,277.15
0.02839,277.06
0.02858,277.2
0.0288,276.55
0.029,276.21
0.02917,275.3
0.0294,276.85
0.0296,276.93
0.02978,277.19
0.03001,277.65
0.03021,277.59
0.03041,277.98
0.0306,278.04
0.03081,278.55
0.03101,278.07
0.03119,277.44
0.03137,277.58
0.03156,278.3
0.0318,278.92
0.03199,278.71
0.03219,278.63
0.03241,279.09
0.0326,278.7
0.0328,278.74
0.03298,279.24
0.03321,280.09
0.03342,280.09
0.0336,280.22
0.03382,281.05
0.03401,280.73
0.03425,280.07
0.03438,278.38
0.0346,278.45
0.03477,278.4
0.03499,279.76
0.03519,279.89
0.03538,279.22
0.03559,279.72
0.03578,280.2
0.03598,280.18
0.03619,282.29
0.03641,281.74
0.03659,282.75
0.03681,282.72
0.03703,282.51
0.0372,282.22
0.0374,281.08
0.03755,282.46
0.03782,282.89
0.03798,282.57
0.03818,282.32
0.03836,282.13
0.03858,282.18
0.03878,281.83
0.03899,282.05
0.03923,281.08
0.03937,279.86
0.0396,280.92
0.03979,280.73
0.03999,281.33
0.04019,281.54
0.04038,281.76
0.0406,281.9
0.04078,281.69
0.041,281.83
0.04117,281.01
0.04141,281.21
0.04158,280.54
0.0418,280.9
0.042,280.35
0.04219,280.46
0.0424,280.61
0.04257,280.94
0.04281,282.2
0.04299,282.26
0.0432,282.44
0.04341,282.69
0.0436,282.44
0.0438,282.04
0.044,281.72
0.0442,281.22
0.04439,280.8
0.04459,280.51
0.04479,280.57
0.04502,279.77
0.0452,278.87
0.04539,278.9
0.0456,279.19
0.04579,279.99
