strain,stress
0.00156,59.191
0.00043561,70.931
0.0033,82.316
0.00067031,96.301
0.00376,110.68
0.00186,122.91
0.00394,135.01
0.0036,150.01
0.00354,165.5
0.00545,177.34
0.00399,190.32
0.00646,205.15
0.00464,220.46
0.00673,232.92
0.00636,246.18
0.00652,261.09
0.00827,275.33
0.00677,288.43
0.01013,299.81
0.00774,314.1
0.01073,325.87
0.00952,336.2
0.0112,345.32
0.01184,355.68
0.01148,365.61
0.01437,371.13
0.01309,377.27
0.01627,382.65
0.01536,388.65
0.01757,389.12
0.01858,390.39
0.01844,392.77
0.02126,394.07
0.01984,394.13
0.02389,391.83
0.02197,393.35
0.02503,392.81
0.02472,390.86
0.02591,388.33
0.02721,387.54
0.02623,387.55
0.02922,383.87
0.02775,382.56
0.0304,381.07
0.02962,381.38
0.03092,378.2
0.0323,375.22
0.03108,375.38
0.03396,374.22
0.03174,372.65
0.0353,369.15
0.03315,370.79
0.03533,370.24
0.0353,368.4
0.03557,366.18
0.03717,366.73
0.03545,367.87
0.03839,365.63
0.0367,364.84
0.03869,365.4
0.03831,366.63
0.03872,365.43
0.04065,364.63
0.03885,366.52
0.04207,366.17
0.03963,367.02
0.04283,365.6
0.04103,367.93
0.04241,368.84
0.04305,368.54
0.04265,368.99
0.04481,369.67
0.04291,372.01
0.04584,371.16
0.04446,372.53
0.04593,373.33
0.04614,374.85
0.04584,374.68
0.04842,374.11
0.04617,377.11
0.04953,377.56
0.04739,378.59
0.05032,377.86
0.04907,379.89
0.04982,381.54
0.05109,380.82
0.05011,381.3
0.05263,381.8
0.05068,384.02
0.05356,383.15
0.05277,384.27
0.05365,384.93
0.05461,385.56
0.0536,385.9
0.05663,385.39
0.05413,387.34
0.05751,387.16
0.05563,388.07
0.0582,387.22
0.05765,388.65
0.05776,389.19
0.05961,388.33
0.05808,389.91
0.06082,389.28
0.05891,390.56
0.06146,390.14
0.06119,391.31
0.0615,391.67
0.06327,391.48
0.06168,392.09
0.06506,391.07
0.06238,392.48
0.0655,391.66
0.06403,391.82
0.06586,391.19
0.06611,392.03
0.06559,392.76
0.06804,391.93
0.06629,392.9
0.06896,392.25
0.06738,393.35
0.06921,392.34
0.06963,392.95
0.06915,393.5
0.07158,392.82
0.06958,393.31
0.07331,392.05
0.07061,393.86
0.07342,392.99
0.0724,393.22
0.07345,393.14
0.07434,393.21
0.07322,393.45
0.07616,392.78
0.07429,394.1
0.07688,393.44
0.07571,394.34
0.07698,393.56
0.07812,393.59
0.07679,394.54
0.07977,393.44
0.07746,394.48
0.08128,393.71
0.07887,394.89
0.08119,394.17
0.08092,394.4
0.0812,395.03
0.08272,394.66
0.08107,395.36
0.08411,394.24
0.08248,395.91
0.08473,395.01
0.08422,395.21
0.08477,395.01
0.08665,395.49
0.08473,395.79
0.088,393.6
0.08554,395.31
0.08904,395.58
0.08713,396.06
0.08883,395.23
0.08933,395.8
0.0891,397.33
0.0911,396.08
0.08904,396.48
0.09218,396.01
0.09077,398.44
0.09238,397.34
0.09259,397.39
0.0925,397.93
0.09517,397.54
0.09274,398.79
0.09625,397.43
0.09377,398.58
0.09699,398.15
0.0955,398.28
0.09653,396.91
0.09771,397.46
0.09681,399.57
0.09935,397.51
0.09731,397.39
0.10021,397.35
0.09911,399.79
0.1001,398.33
0.10098,396.91
0.10018,398.56
0.10329,398.97
0.10064,399.01
0.10424,396.2
0.10207,398.75
0.10469,399.83
0.10388,399.03
0.10408,397.34
0.10598,398.58
0.10452,401.46
0.10738,398.88
0.10535,398.71
0.10805,398.57
0.10767,400.26
0.10786,399.04
0.10933,397.26
0.10787,399
0.11141,399.09
0.10856,399.59
0.11194,397.6
0.11029,399.14
0.11238,399.46
0.11231,399.18
0.11181,399.37
0.11422,398.32
0.11247,399.35
0.11513,398.45
0.11346,398.84
0.11557,397.87
0.11589,398.26
0.11539,398.56
0.11779,397.28
0.11565,398.51
0.11937,398.08
0.11646,398.51
0.1195,396.88
0.11844,397.76
0.11992,398.27
0.12062,397.54
0.11954,397.33
0.12242,396.26
0.12057,397.8
0.12315,396.1
0.1218,394.93
0.12332,395.55
0.1244,397.39
0.12328,396.4
0.12625,394.32
0.12397,396.36
0.12788,396.52
0.12522,396.01
0.12771,392.85
0.12724,393.67
0.12786,394.76
0.12929,392.34
0.1277,391.38
0.1309,390.86
0.12906,393.02
0.13136,390.4
0.13058,389.67
0.13129,389.6
0.13311,390.12
0.13121,389.57
0.13458,386.92
0.13209,388.75
0.13587,388.69
0.13364,388.62
0.13555,385.95
0.13575,387.06
0.13545,389.33
0.13751,386.41
0.13547,385.41
0.13875,385.35
0.1372,387.64
0.13907,385.29
0.13899,383.78
0.13897,385.19
0.1414,386.24
0.13895,385.52
0.14251,382.54
0.13997,385.02
0.14342,385.68
0.14185,384.78
0.14302,383.51
0.14409,384.4
0.1432,386.54
0.14564,384.29
0.1434,384.01
0.14648,383.95
0.14536,386.31
0.14658,384.33
0.14728,382.16
0.14665,383.84
0.14979,384.84
0.14695,384.23
0.1506,380.8
0.1482,383.34
0.1511,384.13
0.15016,382.82
0.15061,380.53
0.15243,381.2
0.15104,383.83
0.1539,380.91
0.15169,379.66
0.15444,379.95
0.15379,382.02
0.15427,379.64
0.1557,376.85
0.15435,378.87
0.15807,379.71
0.15507,378.84
0.15862,374.9
0.15669,377.36
0.1589,378.43
0.15863,376.26
0.15828,374.38
0.16067,375.15
0.15888,377.9
0.16187,374.61
0.15996,373.02
0.16234,374.07
0.1624,376.16
0.16205,374.63
0.16422,371.17
0.16223,373.25
0.16619,373.56
0.16318,372.53
0.16654,368.91
0.16516,370.87
0.1667,372.29
0.16714,369.55
0.16601,367.28
0.16891,367.52
0.16687,370.54
0.16975,367.23
0.16816,365.34
0.16997,366.28
0.17091,368.24
0.16983,366.58
0.17263,362.98
0.17014,365.48
