strain,stress
0.00106,47.026
0.00117,50.601
0.00129,55.509
0.00138,57.075
0.00151,57.942
0.00156,61.942
0.00161,67.385
0.00178,68.424
0.00207,72.171
0.00236,78.008
0.00258,82.035
0.00264,82.755
0.00262,83.543
0.0026,88.216
0.00262,94.282
0.00266,96.924
0.00277,98.201
0.00291,103
0.00304,109.58
0.00312,112.16
0.00322,113.35
0.00338,118.33
0.00352,125.3
0.00363,128.24
0.00372,129.51
0.00385,134.21
0.00397,141.64
0.00414,147.57
0.00441,145.63
0.00465,148.99
0.00484,158
0.00499,162.67
0.00499,164.91
0.00506,169.95
0.00515,177.63
0.00529,181.82
0.00545,183.76
0.00561,189.33
0.00579,197.37
0.00595,201.57
0.00612,203.28
0.00628,208.84
0.00644,217.09
0.00654,221.49
0.00665,223.37
0.00677,229.12
0.00697,237.74
0.00732,239.89
0.00774,245.63
0.00805,253.69
0.0082,260.58
0.00818,263.92
0.00813,266.05
0.00807,271.92
0.00811,280.7
0.00824,286.3
0.0084,288.95
0.00858,294.91
0.00873,303.25
0.00888,308.62
0.00907,311.56
0.00928,317.77
0.00944,326.36
0.00959,332.1
0.00974,335.18
0.00993,340.89
0.01013,349.37
0.01039,357.75
0.01067,357.74
0.01093,361.53
0.01109,371.41
0.01116,379
0.01121,382.51
0.01132,388.99
0.01148,397.36
0.01168,403.08
0.01186,406.28
0.01202,412.52
0.01223,421.22
0.01242,427.05
0.01266,430.32
0.01285,436.46
0.01304,444.75
0.01326,451.04
0.01344,454.7
0.01369,460.31
0.01395,469.1
0.0143,472.39
0.01474,478.62
0.01515,486.3
0.0154,493.28
0.01553,497.87
0.01562,500.72
0.01571,505.58
0.01583,513.59
0.01601,519.42
0.01627,521.79
0.01656,525.9
0.01687,533.52
0.01715,539.49
0.01745,541.96
0.01779,546.46
0.0181,553.56
0.01842,559.14
0.01878,561.63
0.01919,564.95
0.01958,571.64
0.01999,579.01
0.0205,579.63
0.02106,580.29
0.02157,587.13
0.02196,593.47
0.02232,595.61
0.02271,598.82
0.0231,604.74
0.02358,609.03
0.0241,610.51
0.02464,613.36
0.02518,619.23
0.02574,623.03
0.02632,623.87
0.02692,626.12
0.02754,630.77
0.02816,634.32
0.02883,635.5
0.02949,637.54
0.03014,642.1
0.0308,643.5
0.03153,644.86
0.03234,649.3
0.03319,652.5
0.03385,654.29
0.03439,654.51
0.03493,655.36
0.03551,658.63
0.03615,661.43
0.03688,661.5
0.03756,662.1
0.03831,665.23
0.03903,667.71
0.03979,667.52
0.04056,667.8
0.04131,670.96
0.04208,673.25
0.04286,672.55
0.04368,672.6
0.04445,674.94
0.04524,676.63
0.046,675.78
0.0468,675.72
0.04758,677.79
0.04834,679.53
0.04911,678.88
0.04985,678.46
0.05058,680.52
0.05136,682.3
0.05213,680.96
0.0529,680.23
0.05369,682.3
0.05445,683.96
0.05521,682.26
0.05599,680.94
0.05679,682.94
0.05756,684.25
0.05834,682.72
0.05911,681.6
0.05986,683.16
0.06058,684.8
0.0613,683.53
0.06207,682.21
0.06287,683.94
0.06356,685.25
0.06432,683.29
0.06503,681.96
0.06578,683.8
0.06645,685
0.06711,683.31
0.06784,681.83
0.06854,683.15
0.06926,685.01
0.06997,683.49
0.07071,681.56
0.07145,682.96
0.07213,684.44
0.07281,682.82
0.07353,680.88
0.07428,682.4
0.075,683.63
0.07568,682.19
0.07636,680.56
0.07711,681.64
0.07778,683.27
0.07841,681.18
0.07906,679.53
0.07973,680.79
0.0804,682.07
0.08102,680.93
0.08171,679.29
0.0824,680.76
0.08309,682.09
0.08373,680.61
0.08442,678.68
0.08511,680.04
0.08578,681.32
0.08642,680.17
0.08708,678.28
0.08775,679.73
0.08848,681.48
0.08911,679.62
0.0898,677.93
0.09043,679.41
0.09106,681.15
0.09174,679.64
0.09238,677.61
0.09301,678.97
0.09366,680.71
0.09424,679.52
0.09484,677.61
0.09543,678.83
0.09608,680.49
0.0967,679.19
0.09732,677.41
0.09796,678.78
0.09861,680.78
0.09926,679.46
0.09994,677.42
0.10061,678.31
0.10125,680.05
0.10191,678.9
0.10253,677.02
0.10314,677.97
0.1038,679.45
0.1044,678.2
0.10507,676.62
0.10567,677.26
0.10629,679.2
0.10692,678.16
0.10755,676.35
0.10818,677.09
0.10877,678.97
0.10937,677.77
0.10996,675.5
0.11051,675.96
0.11115,677.68
0.11175,676.92
0.11234,674.91
0.11301,675.37
0.11363,677.31
0.11424,676.53
0.11485,674.56
0.11549,675.35
0.11613,677
0.11667,675.87
0.11725,673.59
0.11787,674.48
0.11848,675.93
0.11903,674.97
0.11964,672.91
0.12023,673.08
0.12082,674.73
0.12142,674.05
0.12197,671.97
0.12251,672.59
0.12308,674.6
0.12367,673.61
0.12431,671.39
0.12496,671.85
0.12555,673.52
0.12614,672.66
0.12671,670.37
0.12733,670.7
0.12791,672.32
0.12849,671.7
0.12908,669.46
0.12967,669.84
0.13028,671.4
0.13087,671.05
0.13149,668.73
0.13205,668.76
0.13261,670.75
0.13316,670.33
0.13369,667.82
0.13431,667.63
0.13488,669.54
0.13545,669.04
0.13606,666.9
0.13665,666.78
0.13723,668.48
0.13777,668.27
0.13835,665.77
0.13895,665.93
0.13958,667.62
0.14017,667.28
0.14073,665.26
0.14132,665.02
0.14188,666.48
0.14241,666.17
0.14298,664.17
0.14355,663.91
0.14413,665.55
0.14471,664.91
0.14527,663.18
0.14578,663.18
0.14639,664.57
0.14699,664.43
0.14754,662.32
0.14812,661.76
0.14864,663.55
0.1492,663.25
0.14979,661.02
0.15038,660.37
0.15094,661.82
0.15151,662.08
0.15216,659.67
0.1527,659.15
0.15327,660.73
0.15381,660.73
0.15439,658.54
0.15496,658.27
0.15547,660.14
0.15601,659.86
0.15659,657.37
0.15714,657.04
0.15765,658.45
0.15816,658.3
0.15865,656.51
0.1592,655.98
0.15972,657.45
0.16028,657.81
0.16084,655.69
0.16139,655.18
0.16202,656.82
0.16253,656.64
0.16314,654.41
0.16371,653.88
0.16426,655.33
0.16482,655.29
0.16541,653.08
0.16598,652.5
0.16648,654.07
0.16699,654.27
0.16757,652.23
0.16812,651.55
0.16862,653.04
0.16916,653.23
0.16966,651.11
0.17021,650.45
0.17073,651.92
0.17128,651.86
0.17184,649.69
0.17238,648.93
0.1729,650.39
0.17347,650.58
0.17399,648.52
0.17461,647.46
0.17517,648.81
0.17573,649.37
0.17631,647.47
0.17684,646.72
0.17739,647.99
0.17791,648.16
0.17844,645.85
0.17902,644.75
0.17955,646.2
0.18004,646.78
0.18053,644.73
0.1811,643.88
0.18166,645.04
0.1822,645.3
0.18274,643.51
0.1833,642.39
0.18386,643.66
0.18437,644.35
0.18495,642.38
0.18551,641.03
0.18607,642.16
0.18664,642.8
0.18715,640.83
0.18771,639.26
0.1883,640.48
0.18882,641.4
0.18938,639.37
0.18991,638.11
0.19043,639.41
0.19096,640.15
0.19143,638.24
0.192,637.13
0.19252,638.26
0.19304,639.02
0.19356,636.99
0.19406,635.37
0.19463,636.47
0.19523,636.94
0.19578,635.12
0.19634,633.86
0.19689,634.87
0.19745,635.53
0.19797,633.91
0.19854,632.54
0.1991,633.67
0.19965,634.34
0.2002,632.05
0.20072,630.55
0.20124,632.02
0.20175,632.69
0.20227,631.03
0.20278,629.49
0.20331,630.76
0.20377,631.55
0.20426,629.67
0.20484,628.31
0.20538,629.35
0.20594,630.39
0.20647,628.65
0.20703,626.97
0.20756,627.8
0.20808,628.57
0.20866,626.94
0.20922,625.14
0.20981,625.7
0.21035,626.86
0.21085,625.64
0.21138,624.06
0.21188,624.89
0.21245,625.57
0.21298,623.99
0.21351,622.55
0.21404,623.19
0.21454,623.88
0.21503,622.19
0.21554,620.52
0.21609,621.39
0.21664,622.3
0.21713,620.75
0.21766,619.06
0.21822,619.83
0.21874,620.87
0.21926,619.14
0.21982,617.76
0.2204,618.52
0.22092,619.25
0.22143,617.71
0.22201,615.64
0.22254,616.34
0.22306,617.28
0.22361,616.04
0.22412,614.37
0.22468,614.82
0.22517,615.98
0.22566,614.55
0.22618,612.68
0.22667,613.47
0.22718,614.46
0.22772,613.23
0.22827,611.25
0.22882,611.66
0.22937,612.67
0.22989,611.65
0.23041,609.39
0.23094,609.76
0.23152,611.04
0.23208,609.83
0.23262,607.96
0.23319,608.36
0.23372,609.39
0.23426,608.01
0.23478,606.45
0.23529,606.59
0.2358,607.8
0.2363,606.77
0.23681,604.67
0.23733,604.68
0.23788,605.77
0.2384,604.54
0.23893,602.72
0.23944,603.27
0.23998,604.42
0.24053,603.17
0.24107,601.6
0.24166,601.71
0.24215,602.84
0.24268,601.44
0.24324,599.43
0.2438,599.94
0.24431,601.3
0.24481,600.1
0.24535,598.15
0.24585,598.4
0.24639,600.08
0.24692,599.02
0.2474,596.84
0.24789,597.09
0.24841,598.23
0.24892,597.39
0.24943,595.2
0.24997,595.58
0.25047,597.01
0.25099,596.08
0.25153,593.92
0.2521,593.67
0.25264,595.02
0.25314,594.46
0.25364,592.49
0.25421,592.26
0.25477,593.3
0.25531,592.6
0.25584,590.66
0.25639,590.55
0.25694,591.69
0.25741,591.01
0.25789,589.12
0.25839,588.66
0.25893,589.62
0.25947,589.02
0.25996,587.18
0.26047,587.08
0.26097,588.27
0.26148,587.68
0.26199,585.75
0.2626,585.63
0.26313,586.58
0.26368,585.86
0.26421,583.75
0.26476,583.47
0.26529,584.6
0.26583,584.12
0.26633,582.32
0.26691,581.97
0.2674,583.18
0.2679,582.47
0.26837,580.54
0.2689,580.44
0.26944,581.65
0.26996,581.31
0.27046,579
0.27097,578.59
0.27149,579.93
0.272,579.38
0.27248,577.31
0.27305,576.71
0.27357,577.87
0.27412,577.71
0.27465,575.67
0.27518,575.12
0.27574,576.23
0.2763,576
0.27682,574.06
0.27734,573.38
0.27789,574.48
0.27835,574.22
0.2789,572.17
0.27941,571.39
0.27991,572.56
0.28041,572.54
0.2809,570.6
0.28141,569.74
0.28196,570.86
0.28245,570.63
0.28293,568.97
0.28346,568.26
0.28404,569.38
0.28457,569.31
0.28509,567.2
0.28562,566.27
0.28611,567.58
0.28665,567.74
0.28716,565.7
0.28769,565.03
0.28825,566.2
0.2888,565.92
0.28931,564.17
0.28983,563.69
0.29035,564.88
0.29085,565.06
0.29131,562.69
0.29181,561.82
0.29233,562.75
0.29281,563.15
0.29329,561.29
0.29385,560.22
0.29435,561.23
0.29489,561.74
0.29541,560
0.29593,559.09
0.29645,560.01
0.29698,560.19
0.29757,558.4
0.2981,557.31
0.29863,558.39
0.29911,558.72
0.29962,556.98
0.30018,555.84
0.30069,556.47
0.3012,556.94
0.30171,555.05
0.30222,553.92
0.30275,554.86
0.30326,555.34
0.3037,553.76
0.30418,552.67
0.30472,553.74
0.30523,553.73
0.30577,551.95
0.30629,550.85
0.30683,551.84
0.30734,552.07
0.30787,550.46
0.3084,549.24
0.30897,550.11
0.30951,550.6
0.31004,548.92
0.31057,547.41
0.3111,548.62
0.31162,549.35
0.31214,547.54
0.3126,546.16
0.31315,547.06
0.31363,547.38
0.3141,545.88
0.31461,544.72
0.31511,545.49
0.31563,545.82
0.31616,544.12
0.31665,542.8
0.31719,543.63
0.31775,544.34
0.31824,542.61
0.31873,541.16
0.3193,541.87
0.31986,542.51
0.32041,540.91
0.32094,539.56
0.32147,540.25
0.32197,540.77
0.3225,539.31
0.32302,537.8
0.32353,538.31
0.32406,539.05
0.32457,538.06
0.32507,536.63
0.32554,537.18
0.32602,537.79
0.32651,536.4
0.32702,534.72
0.32758,535.52
0.32811,536.51
0.32859,534.99
0.32906,533.7
0.32963,534.19
0.33014,534.9
0.33067,533.62
0.33119,532.1
0.33176,532.8
0.33231,533.64
0.33283,532.25
0.33337,530.88
0.33388,531.6
0.33434,532.51
0.33486,531.21
0.3354,529.33
0.33583,530.01
0.33634,530.96
0.3368,529.79
0.33737,528.37
0.3379,528.85
0.33835,529.58
0.33887,528.5
0.33944,526.72
0.33996,527.27
0.34048,528.14
0.34093,526.88
0.34149,525.58
0.34205,525.98
0.34258,526.55
0.34312,525.03
0.34363,523.72
0.3441,524.26
0.34459,525.15
0.34509,523.99
0.34561,522.5
0.34612,522.94
0.34661,523.83
0.3471,522.43
0.34763,520.91
0.34816,521.25
0.34864,522.12
0.34918,520.87
0.34969,519.3
0.35017,519.91
0.35071,520.61
0.35124,519.59
0.35178,518.13
0.35237,518.47
0.35287,519.36
0.35338,518.26
0.35393,516.68
0.35446,516.7
0.35494,517.59
0.35548,516.83
0.35598,515.23
0.35647,515.3
0.35697,516.4
0.35745,515.43
0.35792,513.58
0.35841,513.95
0.35893,514.99
0.35944,514.09
0.35996,512.28
0.3605,512.57
0.36103,513.27
0.36153,512.39
0.36208,510.9
0.36261,510.91
0.36314,511.84
0.36369,511.04
0.36425,509.43
0.36476,509.35
0.36526,510.41
0.36573,509.81
0.36628,508.23
