strain,stress
0.00131,49.272
0.00178,52.613
0.00214,53.115
0.00243,56.389
0.0026,62.658
0.00261,66.856
0.00255,67.475
0.00237,71.13
0.0021,78.037
0.0017,82.581
0.00132,84.029
0.00097156,83.008
0.00067577,93.326
0.00051913,101.94
0.0004571,104.38
0.00049074,106.98
0.00059571,112.75
0.00084402,117.34
0.00121,118.82
0.00166,123.39
0.00216,131.7
0.00275,136.98
0.00337,138.82
0.00394,143.45
0.00446,151.3
0.00493,157.22
0.00529,159.35
0.00555,163.89
0.00567,172.63
0.00564,178.16
0.00548,180.49
0.00525,186.93
0.00498,196.23
0.00465,199.28
0.00435,200.62
0.00409,207.46
0.00388,218.1
0.00376,225.32
0.00371,227.82
0.00377,232.93
0.00398,241.99
0.00435,248.77
0.00482,251.56
0.00536,256.27
0.00597,265.18
0.00662,272.13
0.00727,275.04
0.00786,280.28
0.00838,289.26
0.00878,296.2
0.00908,299.73
0.00929,304.16
0.00936,312.65
0.00934,322.7
0.00923,328.16
0.00899,331.99
0.00872,339.43
0.00842,346.22
0.0081,349.77
0.0078,354.97
0.00765,364.28
0.0076,371.76
0.00769,375.45
0.00792,380.37
0.00831,388.81
0.00876,395.79
0.00934,398.89
0.01004,403.16
0.01076,411.49
0.0115,418.41
0.01217,421.19
0.01281,426.75
0.01336,434.75
0.01383,438.32
0.01417,439.78
0.01442,445.22
0.01451,454.17
0.01448,460.93
0.01437,463.53
0.01424,466.82
0.01408,473.64
0.01398,479.88
0.01391,481.79
0.01396,484.37
0.01416,490.34
0.01446,495.95
0.0149,497.03
0.0155,498.18
0.01627,503.28
0.01718,507.69
0.01817,508.3
0.01917,508.17
0.02026,510.85
0.02138,517.73
0.02243,519.55
0.02343,518.32
0.02429,520.62
0.02499,523.45
0.02554,523.27
0.02595,523.84
0.02627,527.42
0.02648,530.84
0.02667,530.5
0.02686,530.57
0.02703,534.16
0.02723,537.46
0.02761,536.79
0.02811,536.01
0.02868,538.79
0.02938,541.14
0.03023,540.02
0.03121,538.49
0.03236,545.2
0.03356,543.39
0.03489,538.37
0.03619,538
0.03753,541.52
0.03877,544.25
0.0399,542.4
0.04092,540.38
0.04185,541.91
0.04261,544.07
0.04322,542.82
0.04374,540.78
0.04409,542.56
0.04438,544.83
0.04465,543.53
0.04493,541.87
0.04532,544.01
0.04573,546.01
0.04626,544.37
0.04686,542.86
0.04762,539.69
0.04857,545.17
0.04966,546.59
0.05086,543.05
0.05207,542.24
0.0533,543.25
0.05462,541.58
0.05588,538.94
0.05704,539.84
0.05814,541.76
0.05914,540.01
0.06008,537.76
0.06087,538.85
0.06144,540.75
0.06192,539
0.06225,536.71
0.06249,538.02
0.06274,540.25
0.06294,538.67
0.06317,536.51
0.06349,537.61
0.06391,541.05
0.06442,538.02
0.06508,535.28
0.06583,536.41
0.06678,538.59
0.06782,536.77
0.06898,534.06
0.07018,534.45
0.07141,536.19
0.07262,534.51
0.07376,531.85
0.07481,532.63
0.07578,534.17
0.07666,532.82
0.07733,530.6
0.07788,531.3
0.07827,533.81
0.07859,533.2
0.07879,531.25
0.07894,531.99
0.07907,533.33
0.07922,534.07
0.07943,532.39
0.0798,532.54
0.08024,534.5
0.08082,533.48
0.0815,530.91
0.08235,531.35
0.08333,533.53
0.08444,532.43
0.08559,529.91
0.08679,529.93
0.08799,531.97
0.08913,531.07
0.09019,528.05
0.09115,528.58
0.09197,530.74
0.09269,529.93
0.09325,527.46
0.09366,528.01
0.09392,530.46
0.0941,530.07
0.09421,527.97
0.09429,528.62
0.09441,531.25
0.09463,530.72
0.0949,528.39
0.09527,528.81
0.09574,530.82
0.09632,530.35
0.09706,527.38
0.09797,527.34
0.09898,529.5
0.10005,528.77
0.10116,525.92
0.10233,525.4
0.10345,527.57
0.10449,527.16
0.10544,524.52
0.10632,524.41
0.10701,526.32
0.10751,526.14
0.10793,523.79
0.10821,523.86
0.10832,525.78
0.10839,525.77
0.10841,523.68
0.1085,523.97
0.10862,525.75
0.10882,525.74
0.10912,523.52
0.10958,523.16
0.11014,525.22
0.11085,525.11
0.11173,522.13
0.11272,521.87
0.1138,523.63
0.11494,522.96
0.11603,520.51
0.11714,519.58
0.11816,521.64
0.11907,521.37
0.11987,518.8
0.12061,518.23
0.12119,520.33
0.12154,520.59
0.12176,518.42
0.12193,518.03
0.12202,520.04
0.12209,520.34
0.12209,517.84
0.12212,517.89
0.12226,519.89
0.12252,520.33
0.12292,517.83
0.12347,517.02
0.12421,519.14
0.12505,519.34
0.12599,516.49
0.12707,515.45
0.12823,517.43
0.12937,517.26
0.13048,514.35
0.1315,513.35
0.13242,515.19
0.13325,515.18
0.13394,512.68
0.1345,511.86
0.13494,513.93
0.13522,514.4
0.13538,512.21
0.13548,511.61
0.13551,514
0.13554,515.13
0.13555,512.47
0.13567,511.9
0.13595,513.75
0.13629,514.07
0.13676,511.67
0.13736,510.87
0.13811,512.61
0.13906,512.55
0.14008,510.21
0.14117,508.65
0.14231,510.49
0.14344,510.81
0.14452,508.04
0.14549,506.55
0.14631,508.27
0.14705,509
0.14762,506.48
0.14803,505.36
0.14832,507.21
0.14849,508.27
0.14854,506.19
0.14853,505.03
0.14852,507.28
0.14855,508.4
0.14865,506.36
0.14887,505.36
0.14919,507.07
0.14965,507.78
0.15026,505.37
0.15105,504.19
0.15188,505.85
0.15289,506.06
0.15395,503.75
0.15508,502.23
0.15617,503.55
0.15719,504.18
0.15817,501.89
0.15903,499.97
0.15982,501.86
0.1604,502.77
0.16083,500.65
0.16109,499.3
0.16125,501.15
0.16133,502.37
0.16133,500.06
0.1613,498.83
0.16129,500.74
0.16134,501.96
0.1615,499.99
0.16181,498.38
0.1622,500.14
0.16273,501.15
0.16343,499.06
0.16427,497.04
0.16527,498.2
0.16639,498.84
0.16746,497.03
0.16858,494.74
0.16964,495.84
0.17067,496.51
0.17158,494.15
0.17238,492.37
0.17297,493.5
0.17343,495
0.17374,493.39
0.17387,491.98
0.17392,493.64
0.17392,494.67
0.17388,493.19
0.17383,491.7
0.17385,493.09
0.17394,494.46
0.17415,492.8
0.17458,490.92
0.17508,492.05
0.17573,493.25
0.17652,491.52
0.17751,489.37
0.17855,490.49
0.17964,491.37
0.18078,489.3
0.18186,487.18
0.18285,487.92
0.18375,488.79
0.18453,487.03
0.18517,484.92
0.18563,486.12
0.18599,487.58
0.18615,486.26
0.18619,484.42
0.18616,485.59
0.18612,487.49
0.18609,486.26
0.18604,484.3
0.18614,485.43
0.18634,486.95
0.18664,485.62
0.18707,483.65
0.18769,484.56
0.18843,485.83
0.18932,484.09
0.19032,481.74
0.19139,482.38
0.19247,484.04
0.19354,482.44
0.19452,480.28
0.19543,480.76
0.19625,482.32
0.19695,480.81
0.19745,478.84
0.19778,479.56
0.19802,481.06
0.19814,479.92
0.19814,478.31
0.19804,479.34
0.19794,481.06
0.19793,480.27
0.19798,478.39
0.19818,479.04
0.19853,480.95
0.19897,479.66
0.19956,477.33
0.20036,478.04
0.20128,479.34
0.20227,477.83
0.20337,475.43
0.20451,475.51
0.20564,476.93
0.20665,475.52
0.20761,473.22
0.20848,473.72
0.20922,475.22
0.20984,474.2
0.21027,472.26
0.21046,472.7
0.21059,474.57
0.2106,473.67
0.21052,471.9
0.21046,472.48
0.21038,474.05
0.21041,473.3
0.21054,471.48
0.21078,471.75
0.21117,473.39
0.21172,472.76
0.21246,470.84
0.21334,470.89
0.21432,472.04
0.21538,471.05
0.21648,468.56
0.2176,468.21
0.21866,469.73
0.21961,468.74
0.22049,466.52
0.22119,466.42
0.2218,467.93
0.2222,467.22
0.22246,465.23
0.22258,465.86
0.22262,467.64
0.22258,467.04
0.2225,465.08
0.22246,465.3
0.22247,467.23
0.2226,466.85
0.22283,464.61
0.22322,464.56
0.22373,466.27
0.22442,465.47
0.22529,462.92
0.2262,462.59
0.22727,464.23
0.22843,463.8
0.22953,461.11
0.23062,460.63
0.23165,461.97
0.2325,461.48
0.23325,459.06
0.23386,458.56
0.23434,460.31
0.23461,460.3
0.23476,458.26
0.23483,458.09
0.23483,460.1
0.23472,460.35
0.23464,458.32
0.23463,458.22
0.2347,459.93
0.2349,459.56
0.23522,457.61
0.2357,457.64
0.23636,458.99
0.23713,458.53
0.23812,456.03
0.23919,455.31
0.24029,456.98
0.24143,456.6
0.24254,454.11
0.24356,453.27
0.24449,454.68
0.24534,454.76
