y_true,y_pred,y_cal
30.70684,29.465294,29.85120390616618
30.71392,29.004097,29.565951234687383
30.71862,29.194336,29.13680794897516
30.717056,29.088501,28.628440048079177
30.697937,28.891052,28.104404721946096
30.631256,28.693764,27.619753612219785
30.520126,28.527557,27.21521832742206
30.41195,28.39846,26.914329519764248
30.263725,28.296593,26.723604629479453
30.007866,28.199814,26.634915030813158
29.729866,28.089066,26.62885567335375
29.530602,27.949211,26.67824936478981
29.398514,27.772636,26.751392107864152
29.262756,27.565628,26.814991507486468
29.113724,27.344261,26.83690190233821
28.991459,27.131763,26.78877449880689
28.886757,26.957008,26.64869513093437
28.769768,26.855606,26.403832366866315
28.680779,26.868622,26.05309864459863
28.647003,27.040657,25.60985974266023
