y_true,y_cal
82.05562516371914,89.5028383744244
85.123750024225,93.47694005515926
87.03094736181316,96.5183947486985
87.92194735067567,98.45927153631017
88.04676315994372,99.30919676762912
87.82401315574984,99.24872033491854
87.60126315853421,98.5459119344494
86.87107894736043,97.45287709678855
85.5345789189598,96.14598143658021
84.75903946421201,94.72303173133163
83.84210526017368,93.2311099795962
82.06010528244869,91.69753949514447
80.6838157926311,90.15114374627328
79.5700657689639,88.63185571473048
78.23557893905527,87.1908720746354
76.98256579646794,85.88394910811913
75.8688158103898,84.75944873918668
75.26202631831805,83.84129236451606
74.62610524397368,83.10543024520791
72.84410526624869,82.44748118194839
71.29657894265232,81.6411029609323
69.96007891425168,80.29694827329183
69.43452630896843,77.85789951978724
68.85805262907435,73.69810031967705
67.96705264021185,67.37032159187827
67.2270394732246,58.903836943256714
66.57252630694342,48.91870204135037
66.12702631251217,38.434745651164356
65.88,28.513634371229827
65.88,19.956868238318833
65.51052631674868,13.171998645072128
