y_true,y_pred,y_cal
64.323166,64.692024,68.4639223809229
64.99133,65.38777,70.6424479999685
65.07457,66.188576,71.06425759518284
64.28966,65.866516,70.32776330567448
63.11134,64.77641,68.97348565464634
61.825027,63.222927,67.40806998791672
60.548782,61.559517,65.89440249576016
59.42883,60.024277,64.57540479074162
58.339855,58.693157,63.50744519063854
57.172638,57.53936,62.69087312983825
56.057228,56.517467,62.09336153609618
55.133354,55.584167,61.6658685417411
54.42395,54.70917,61.35246533850778
53.79741,53.889297,61.095397273006135
53.204266,53.13622,60.83640680040097
52.699265,52.472275,60.51496120886986
52.226734,51.9289,60.063757822759584
51.68241,51.547413,59.40179665138504
51.12362,51.377678,58.42550488269218
50.75724,51.47619,56.99905944689841
