y_true,y_pred,y_cal
78.42828,78.03077,71.89785046190048
77.787,77.80104,73.91040390545443
76.207794,77.63199,73.83970743054807
73.89891,76.273285,72.37495821697637
71.25446,74.28276,70.16314328605957
68.567535,71.980965,67.70476351859685
66.120544,69.71391,65.33204884552559
64.03262,67.69568,63.23247065230005
62.330734,65.981064,61.48710605304265
60.94209,64.51958,60.10700484543245
59.74223,63.246613,59.06130854428772
58.690144,62.102505,58.2965662487902
57.769547,61.043896,57.7488104388357
57.021145,60.05947,57.35021080391244
56.358932,59.155777,57.03168276183443
55.759705,58.35256,56.72228726083091
55.244003,57.681137,56.34586411712927
54.807983,57.1846,55.81518053170644
54.55675,56.91608,55.024018074316814
54.458096,56.93634,53.83821151728191
