y_true,y_pred,y_cal
53.945366,59.587032,60.12272821829668
52.611385,58.43401,59.68090190063886
50.529785,56.82426,57.63828743688126
48.456676,54.41042,54.76028021678636
46.705208,51.927124,51.66130012484668
45.13599,49.659714,48.75000624592627
43.55751,47.775517,46.25082299586953
42.058895,46.315422,44.253731485154354
40.913788,45.209328,42.76320140443234
40.14677,44.34782,41.73508774092746
39.505505,43.638264,41.10059835009901
38.783726,43.00844,40.78030874683815
38.011078,42.40896,40.69161499642903
37.373512,41.82109,40.75214496626773
36.906044,41.246323,40.88059934944594
36.520638,40.70121,40.99569063615466
36.232906,40.214214,41.01339635448078
36.087982,39.825176,40.84264567037932
36.10478,39.582497,40.37982881450839
36.203228,39.54017,39.50324451773145
