y_true,y_pred,y_cal
98.19627,100.744736,111.57041944503656
104.29685,105.730965,123.28277483296576
112.07734,111.5167,131.6443860112137
118.32933,117.73549,136.71407439347854
122.25407,122.16835,138.89984535052065
123.83028,123.68864,138.78512912866407
123.263565,122.79795,136.98689170850253
121.0219,120.51155,134.0663040837976
117.79828,117.575165,130.4870042133678
114.15682,114.38414,126.60603839319896
110.52277,111.14838,122.68280693812858
107.381386,107.9694,118.89544279734255
104.86672,104.902954,115.35828713741064
102.60872,102.01345,112.13716390814866
100.23682,99.36,109.2609407019572
97.78567,96.99759,106.72875120474514
95.53078,94.98177,104.5126063806194
93.53642,93.37289,102.55520086055546
91.94311,92.23756,100.7627302816416
90.984566,91.64925,98.99270784853526
